Name,Address,Phone,Email,Website,Google Maps Link
مطعم الباشا,"Cedit, Gazanfer Bilge Blv. No:21/A, 41300 İzmit/Kocaeli",0534 852 05 20,,N/A,https://www.google.com/maps/place/Konyal%C4%B1+Lezzet+Ustas%C4%B1/data=!4m7!3m6!1s0x14cb4fdf1998b509:0x89a8a5060b94f286!8m2!3d40.7760386!4d29.9693245!16s%2Fg%2F11b6hzrqj6!19sChIJCbWYGd9PyxQRhvKUCwalqIk?authuser=0&hl=tr&rclk=1
Tavacı Recep Usta Kocaeli,"Self Office, Yenişehir, Konak Sk. 19C, 41050 İzmit/Kocaeli",0533 571 75 41,,N/A,https://www.google.com/maps/place/Aslar+Kebap+Salonu/data=!4m7!3m6!1s0x14cb4f8771bd7f45:0x86ddc05735cb339d!8m2!3d40.764479!4d29.9355666!16s%2Fg%2F1tlr2kwr!19sChIJRX-9cYdPyxQRnTPLNVfA3YY?authuser=0&hl=tr&rclk=1
Beyaz Yalı,"Kemalpaşa, Oramiral Salim Dervişoğlu Cd. No:62, 41300 İzmit/Kocaeli",0545 190 10 10,,N/A,https://www.google.com/maps/place/%D9%85%D8%B7%D8%B9%D9%85+%D8%A7%D9%84%D8%A8%D8%A7%D8%B4%D8%A7%E2%80%AD/data=!4m7!3m6!1s0x14cb4f7c127d1c3b:0xf55d2ae28917716c!8m2!3d40.7685183!4d29.9410877!16s%2Fg%2F11j8ztvl27!19sChIJOxx9EnxPyxQRbHEXieIqXfU?authuser=0&hl=tr&rclk=1
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,http://www.romanorestorancafe.com/,https://www.google.com/maps/place/Tavac%C4%B1+Recep+Usta+Kocaeli/data=!4m7!3m6!1s0x14cb4fe4d2ec8285:0xfcb02d074f011551!8m2!3d40.7655862!4d29.9665036!16s%2Fg%2F11y63twf6g!19sChIJhYLs0uRPyxQRURUBTwctsPw?authuser=0&hl=tr&rclk=1
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,http://www.romanorestorancafe.com/,https://www.google.com/maps/place/Beyaz+Yal%C4%B1/data=!4m7!3m6!1s0x14cb4f843ba5717d:0xef0f60f162eb1989!8m2!3d40.7608242!4d29.9195754!16s%2Fg%2F11g7v6v3yr!19sChIJfXGlO4RPyxQRiRnrYvFgD-8?authuser=0&hl=tr&rclk=1
Soğuksu Restaurant,"Şehitekrem, Piknik Sk., 41030 Başiskele/Kocaeli",(0262) 342 43 42,,https://instagram.com/soguksurestaurantbahcecik?utm_medium=copy_link,https://www.google.com/maps/place/Romano+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb446a2336b7d5:0xbbb18e8e21b18115!8m2!3d40.760134!4d29.879708!16s%2Fg%2F1ptwr5_ft!19sChIJ1bc2I2pEyxQRFYGxIY6Osbs?authuser=0&hl=tr&rclk=1
Şelale Manzara Cafe Restaurant,"Erenler, Kevser Sk. no:5, 41060 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Lotus+Meat/data=!4m7!3m6!1s0x14cb4f1eb6bbb193:0x9badc0bd4cce3c92!8m2!3d40.7658064!4d29.9660805!16s%2Fg%2F11hdjhm653!19sChIJk7G7th5PyxQRkjzOTL3ArZs?authuser=0&hl=tr&rclk=1
Seka Palmiye Cafe&Bistro,"seka park, Kozluk Mahallesi Oramiral Salim Dervişoğlu Caddesi, 1. etap No:46, 41200",0530 473 77 41,,https://bigarson.dehatek.com.tr/tr/firma/sekapalmiye/,https://www.google.com/maps/place/So%C4%9Fuksu+Restaurant/data=!4m7!3m6!1s0x14cb43a63f9e910b:0xffa28acc36f6abe6!8m2!3d40.6665169!4d29.9235336!16s%2Fg%2F11b7lnck6y!19sChIJC5GeP6ZDyxQR5qv2NsyKov8?authuser=0&hl=tr&rclk=1
Beytül Bahçe,"Karabaş mah. ömer türkçakal bulvarı no:2 Fuariçi, 41040 İzmit/Kocaeli",(0262) 291 01 00,,N/A,https://www.google.com/maps/place/%C5%9Eelale+Manzara+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb4fe082cdfcb9:0x48f41805819642b1!8m2!3d40.7777109!4d29.9425067!16s%2Fg%2F11rss641_q!19sChIJufzNguBPyxQRsUKWgQUY9Eg?authuser=0&hl=tr&rclk=1
INIIS,"Yahyakaptan, Yahyakaptan mah.sarı mimoza Cad.ayçiceği Sokak, Ilgın Sk. no:11, 41040 İzmit/Kocaeli",(0262) 333 34 44,,N/A,https://www.google.com/maps/place/Seka+Palmiye+Cafe%26Bistro/data=!4m7!3m6!1s0x14cb459221db46fd:0xbca1dcc5133b87b8!8m2!3d40.7604216!4d29.9111231!16s%2Fg%2F113hsmywt!19sChIJ_UbbIZJFyxQRuIc7E8Xcobw?authuser=0&hl=tr&rclk=1
Livadi Cafe & Restaurant,"Erenler, Kevser Sk. No1, 41060 İzmit/Kocaeli",0531 582 01 03,"info@LivadiCafe.com, info@LivadiCafeWeb.com",http://www.livadicafe.com/,https://www.google.com/maps/place/Beyt%C3%BCl+Bah%C3%A7e/data=!4m7!3m6!1s0x14cb4562e3cb306d:0xc94cdfdc3945da39!8m2!3d40.7576231!4d29.9422552!16s%2Fg%2F11byyd_6_h!19sChIJbTDL42JFyxQROdpFOdzfTMk?authuser=0&hl=tr&rclk=1
Maşşa Ocakbaşı,"M.Ali Pasa Mah. Erkan Sok. No:3 (Teona Otel Altı), 41050 İzmit/Kocaeli",(0262) 322 40 40,,http://facebook.com/massaocakbasi,https://www.google.com/maps/place/INIIS/data=!4m7!3m6!1s0x14cb51f36a73aa47:0x6f79316a4380e2d3!8m2!3d40.769607!4d29.9764374!16s%2Fg%2F11tsybwnpb!19sChIJR6pzavNRyxQR0-KAQ2oxeW8?authuser=0&hl=tr&rclk=1
Teras Cafe Sekapark,"Sekapark 1, Kozluk, Güneş Cd. Etap, 41200 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Livadi+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cb4fbf2702a423:0xd486bbd46d602f0c!8m2!3d40.777452!4d29.941834!16s%2Fg%2F11cjkq136t!19sChIJI6QCJ79PyxQRDC9gbdS7htQ?authuser=0&hl=tr&rclk=1
Dein Burger,"Galen Prime İş Merkezi, Yahyakaptan, Şht. Ergün Köncü Sk. No:57/F, 41050 İzmit/Kocaeli",(0262) 311 00 25,,N/A,https://www.google.com/maps/place/Ma%C5%9F%C5%9Fa+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb4ff3e727bfbf:0x5b9e406c2327e5e5!8m2!3d40.7636425!4d29.9562956!16s%2Fg%2F11c5rq2532!19sChIJv78n5_NPyxQR5eUnI2xAnls?authuser=0&hl=tr&rclk=1
TEPE CAFE & RESTORAN,"Kabaoğlu, Kabaoğlu Mahallesi, Kocaeli Ünv. Araştırma Hastanesi Yanı Umuttepe Kampüsü, 41000 İzmit/Kocaeli",(0262) 303 78 37,,N/A,https://www.google.com/maps/place/Teras+Cafe+Sekapark/data=!4m7!3m6!1s0x14cb45ecac145555:0xc79d5de2255731bf!8m2!3d40.7591407!4d29.904271!16s%2Fg%2F124y9wp73!19sChIJVVUUrOxFyxQRvzFXJeJdncc?authuser=0&hl=tr&rclk=1
Izmit Yuvacık Kebap Ve Durum Hause,"Yeşilyurt, Şht. Astsubay Çvş. Bilge İlhan Sk. 309-289, 41190 Başiskele/Kocaeli",(0262) 344 44 04,,N/A,https://www.google.com/maps/place/Dein+Burger/data=!4m7!3m6!1s0x14cb4fcb8f111943:0x614db320f59bcd88!8m2!3d40.7719438!4d29.9701737!16s%2Fg%2F11h8c9gg5w!19sChIJQxkRj8tPyxQRiM2b9SCzTWE?authuser=0&hl=tr&rclk=1
Ciğerci Bahattin,"Yenişehir, Gazi Mustafa Kemal Blv. No:135 D:A, 41050 İzmit/Kocaeli",(0262) 325 41 33,,https://instagram.com/cigercibahattinizmit,https://www.google.com/maps/place/TEPE+CAFE+%26+RESTORAN/data=!4m7!3m6!1s0x14cb4e8cb7bb75a7:0x300be2253335f670!8m2!3d40.8234432!4d29.9167358!16s%2Fg%2F11g_jbjxr!19sChIJp3W7t4xOyxQRcPY1MyXiCzA?authuser=0&hl=tr&rclk=1
Monte Air Cafe,"Karabaş, Şahabettin Bilgisu Cd. No:24, 41040, 41040 İzmit/Kocaeli",(0262) 332 00 10,,http://monteair.com/,https://www.google.com/maps/place/Izmit+Yuvac%C4%B1k+Kebap+Ve+Durum+Hause/data=!4m7!3m6!1s0x14cb44e14031ee67:0xe16c4dab43a81a24!8m2!3d40.7202709!4d29.9464345!16s%2Fg%2F11gdqwh_yr!19sChIJZ-4xQOFEyxQRJBqoQ6tNbOE?authuser=0&hl=tr&rclk=1
Garniture Cafe Restaurant Patisserie,"Fethiye Caddesi No:45 Tarihi Osmanlı Hamamı Karşısı, 41200 İzmit/Kocaeli",(0262) 322 52 00,,http://www.garniture.com.tr/,https://www.google.com/maps/place/Ci%C4%9Ferci+Bahattin/data=!4m7!3m6!1s0x14cb4fe5974ce983:0xe2f0bf8011cf0e26!8m2!3d40.7680831!4d29.9634451!16s%2Fg%2F11cn9mj43_!19sChIJg-lMl-VPyxQRJg7PEYC_8OI?authuser=0&hl=tr&rclk=1
Maçka İşkembe Halkevi,"112, Ömerağa, Şahabettin Bilgisu Cd., 41300",(0262) 325 65 67,info@macka.com.tr,http://www.macka.com.tr/,https://www.google.com/maps/place/Monte+Air+Cafe/data=!4m7!3m6!1s0x14cb45259430dcbd:0x59d6c1bc01759803!8m2!3d40.7626636!4d29.9317799!16s%2Fg%2F11flhs070v!19sChIJvdwwlCVFyxQRA5h1AbzB1lk?authuser=0&hl=tr&rclk=1
Mert Abinin Yeri ( Hamburger & Taco ),"fatih mahallesi, Horasan Cd. no:9, 41100 İzmit/Kocaeli",(0262) 504 70 70,,http://mertabininyeri.com.tr/,https://www.google.com/maps/place/Garniture+Cafe+Restaurant+Patisserie/data=!4m7!3m6!1s0x14cb4580439ef93f:0xc3b99b418cae87a3!8m2!3d40.7653356!4d29.9257476!16s%2Fg%2F113fkdc5t!19sChIJP_meQ4BFyxQRo4eujEGbucM?authuser=0&hl=tr&rclk=1
Maçka İşkembe,"Yenişehir, Demokrasi Cd. No:74, 41050 İzmit/Kocaeli",(0262) 313 00 11,info@macka.com.tr,http://www.macka.com.tr/,https://www.google.com/maps/place/Ma%C3%A7ka+%C4%B0%C5%9Fkembe+Halkevi/data=!4m7!3m6!1s0x14cb4581f178a2d1:0xc536a0115d08b91!8m2!3d40.7622648!4d29.9267283!16s%2Fg%2F11g7_frs09!19sChIJ0aJ48YFFyxQRkYvQFQFqUww?authuser=0&hl=tr&rclk=1
Refiye Sahil Başiskele,"Körfez, Liman Cd. No:118, 41245 Başiskele/Kocaeli",0539 655 71 82,,http://refiyerestaurant.com/,https://www.google.com/maps/place/Mert+Abinin+Yeri+%28+Hamburger+%26+Taco+%29/data=!4m7!3m6!1s0x14c0600db4e4d633:0x6c2296ed85bcd9b1!8m2!3d40.7749207!4d29.9783834!16s%2Fg%2F11f1zlf2km!19sChIJM9bktA1gwBQRsdm8he2WImw?authuser=0&hl=tr&rclk=1
Pizza V Yahyakaptan,"Yahyakaptan, Şht. Ergün Köncü Sk. NO:29/1, 41050 İzmit/Kocaeli",(0262) 311 31 00,,https://www.v.pizza/,https://www.google.com/maps/place/Ma%C3%A7ka+%C4%B0%C5%9Fkembe/data=!4m7!3m6!1s0x14cb4ff07dc91143:0x9af16d88cbc1dcf8!8m2!3d40.763416!4d29.962055!16s%2Fg%2F1q66xsn89!19sChIJQxHJffBPyxQR-NzBy4ht8Zo?authuser=0&hl=tr&rclk=1
Pizza V Yahyakaptan,"Yahyakaptan, Şht. Ergün Köncü Sk. NO:29/1, 41050 İzmit/Kocaeli",(0262) 311 31 00,,https://www.v.pizza/,https://www.google.com/maps/place/Refiye+Sahil+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45360f9172a9:0x881fac4f182e939f!8m2!3d40.716348!4d29.921953!16s%2Fg%2F11svf9_6y3!19sChIJqXKRDzZFyxQRn5MuGE-sH4g?authuser=0&hl=tr&rclk=1
Yeşildağlar Et Yahya Kaptan,,444 6 262,,https://www.mcdonalds.com.tr/,https://www.google.com/maps/place/Pizza+V+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fd7cca338fd:0x5992b699cbf0db6d!8m2!3d40.7696691!4d29.9690847!16s%2Fg%2F11n0097nh9!19sChIJ_TijzNdPyxQRbdvwy5m2klk?authuser=0&hl=tr&rclk=1
McDonald's İzmit Çarşı,"Ömerağa, Cumhuriyet Cd. No:98, 41200 İzmit/Kocaeli",444 6 262,,https://www.mcdonalds.com.tr/,https://www.google.com/maps/place/Ye%C5%9Filda%C4%9Flar+Et+Yahya+Kaptan/data=!4m7!3m6!1s0x14cb4fec44e5d45b:0xf5caa31f17c741c9!8m2!3d40.7732625!4d29.9706938!16s%2Fg%2F11mw8h181f!19sChIJW9TlROxPyxQRyUHHFx-jyvU?authuser=0&hl=tr&rclk=1
Kışla Ciğer Kebap,"Kadıköy, 41050 İzmit/Kocaeli",(0262) 332 33 34,,N/A,https://www.google.com/maps/place/McDonald%27s+%C4%B0zmit+%C3%87ar%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb45805d78dd3f:0xfceab4a533e93171!8m2!3d40.7630323!4d29.9263626!16s%2Fg%2F1tjp4lc8!19sChIJP914XYBFyxQRcTHpM6W06vw?authuser=0&hl=tr&rclk=1
babil restaurant,"M. Alipaşa, Ensar Sk. No:1 41050, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/NAILA+GARDEN/data=!4m7!3m6!1s0x14cb44fcb947e4ff:0xf653463801d2ac46!8m2!3d40.7220149!4d29.937901!16s%2Fg%2F11cn9jy8pc!19sChIJ_-RHufxEyxQRRqzSAThGU_Y?authuser=0&hl=tr&rclk=1
Ora Vegan,"Ömerağa, Naci Girgin Sk., 41300 İzmit/Kocaeli",0542 311 30 01,,http://oravegan.com/,https://www.google.com/maps/place/K%C4%B1%C5%9Fla+Ci%C4%9Fer+Kebap/data=!4m7!3m6!1s0x14cb4f2f56560599:0x6d9b2be646161b1c!8m2!3d40.7653402!4d29.9486479!16s%2Fg%2F11fd4ct92d!19sChIJmQVWVi9PyxQRHBsWRuYrm20?authuser=0&hl=tr&rclk=1
Kuru Fasulyeci Ziya,"Karabaş, Osmanbey Gç. No:10, 41040 İzmit/Kocaeli",0531 653 25 26,,https://kurufasulyeciziya.eatbu.com/,https://www.google.com/maps/place/babil+restaurant/data=!4m7!3m6!1s0x14cb4fc1a0cbdc41:0x519a20c6c3fd1cea!8m2!3d40.7670198!4d29.9519833!16s%2Fg%2F11q7_0ffl3!19sChIJQdzLoMFPyxQR6hz9w8YgmlE?authuser=0&hl=tr&rclk=1
Chinese&Sushi Express İzmit,"Körfez, Berk Sk. No:6/1, 41040 İzmit/Kocaeli",0530 471 12 46,info@sushiexpress.com.tr,https://www.sushiexpress.com.tr/,https://www.google.com/maps/place/Ora+Vegan/data=!4m7!3m6!1s0x14cb452df8726eab:0x69125d882ff0315!8m2!3d40.7623941!4d29.9277384!16s%2Fg%2F11sfqkfghy!19sChIJq25y-C1FyxQRFQP_gtglkQY?authuser=0&hl=tr&rclk=1
MehmET kebap ciğer,"Yenişehir, Dönmez Sk. No:40, 41050 İzmit/Kocaeli",0537 795 56 66,,N/A,https://www.google.com/maps/place/Kuru+Fasulyeci+Ziya/data=!4m7!3m6!1s0x14cb450eb336ca6d:0xb1f78026c4d31546!8m2!3d40.7643947!4d29.931109!16s%2Fg%2F11fncq_ytj!19sChIJbco2sw5FyxQRRhXTxCaA97E?authuser=0&hl=tr&rclk=1
Kızgın Tavuk,"Körfez, Oramiral Salim Dervişoğlu Cd. 120A, 41000 İzmit/Kocaeli",0530 966 59 59,,N/A,https://www.google.com/maps/place/Chinese%26Sushi+Express+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f19002fbc0f:0xf09a9955ee49b67f!8m2!3d40.7647525!4d29.9404145!16s%2Fg%2F11y3s6m0nc!19sChIJD7wvABlPyxQRf7ZJ7lWZmvA?authuser=0&hl=tr&rclk=1
Aktepe Restoran,"Ambarcı Mahallesi Tepebaşı Mevkii Akmeşe, 41000 İzmit/Kocaeli",0538 483 24 24,,N/A,https://www.google.com/maps/place/MehmET+kebap+ci%C4%9Fer/data=!4m7!3m6!1s0x14cb4ffadef6b607:0xa1b274eb616b556d!8m2!3d40.7636415!4d29.9651126!16s%2Fg%2F11clygwg1n!19sChIJB7b23vpPyxQRbVVrYet0sqE?authuser=0&hl=tr&rclk=1
Köfteci Yusuf,"Sanayi, Ömer Türkçakal Blv. 8/4, 41040 Başiskele/Kocaeli",,,https://www.kofteciyusuf.com/,https://www.google.com/maps/place/K%C4%B1zg%C4%B1n+Tavuk/data=!4m7!3m6!1s0x14cb5ba269647a77:0xb9173307cf04851e!8m2!3d40.762051!4d29.9500316!16s%2Fg%2F11wtktfyj8!19sChIJd3pkaaJbyxQRHoUEzwczF7k?authuser=0&hl=tr&rclk=1
Çınar Lokantası Çarşı yapı,"Sanayi mah. Çarşı yapı sitesi H-5 İzmit Kocaeli, 41000 İzmit/Kocaeli",(0262) 335 40 34,,https://m.facebook.com/%C3%87INAR-Lokantasi-%C3%87ar%C5%9F%C4%B1-Yap%C4%B1-AVM-514549341911406/?ref=bookmarks,https://www.google.com/maps/place/Aktepe+Restoran/data=!4m7!3m6!1s0x409e0082fa222cc9:0xefc6f38d5ba19d99!8m2!3d40.8846509!4d30.1939673!16s%2Fg%2F11h1mcgxr!19sChIJySwi-oIAnkARmZ2hW43zxu8?authuser=0&hl=tr&rclk=1
Kokoreç Office,"Tepecik, Cumhuriyet Cd. No:63/B, 41200 İzmit/Kocaeli",(0262) 333 04 44,,N/A,https://www.google.com/maps/place/K%C3%B6fteci+Yusuf/data=!4m7!3m6!1s0x14cb4566698cfc97:0xe94aae6a2f865d05!8m2!3d40.7533908!4d29.9451767!16s%2Fg%2F11c59_f_0v!19sChIJl_yMaWZFyxQRBV2GL2quSuk?authuser=0&hl=tr&rclk=1
Çınar Lokantası,"Ömerağa, Şahabettin Bilgisu Cd. No:38, 41040 İzmit/Kocaeli",(0262) 321 96 94,,N/A,https://www.google.com/maps/place/%C3%87%C4%B1nar+Lokantas%C4%B1+%C3%87ar%C5%9F%C4%B1+yap%C4%B1/data=!4m7!3m6!1s0x14cb455e885b1d6f:0x883883437d546d93!8m2!3d40.754744!4d29.95353!16s%2Fg%2F11c1ssljmp!19sChIJbx1biF5FyxQRk21UfUODOIg?authuser=0&hl=tr&rclk=1
Barista Plus - 41 Burda AVM,"Sanayi, Ömer Türkçekal BUlvarı 41 Burda AVM No:7, 41040 İzmit/Kocaeli",(0262) 332 33 77,,N/A,https://www.google.com/maps/place/Kokore%C3%A7+Office/data=!4m7!3m6!1s0x14cb458177141b2b:0xb317e42cf9afa6f0!8m2!3d40.7630678!4d29.9247404!16s%2Fg%2F11fhz588tm!19sChIJKxsUd4FFyxQR8Kav-SzkF7M?authuser=0&hl=tr&rclk=1
Antikkapi Restaurant,"Karabaş, 1. Cd. No:5, 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/%C3%87%C4%B1nar+Lokantas%C4%B1/data=!4m7!3m6!1s0x14cb457f6f015c4b:0xf0ef2390272c5e3e!8m2!3d40.7621851!4d29.9295386!16s%2Fg%2F1tcx40_c!19sChIJS1wBb39FyxQRPl4sJ5Aj7_A?authuser=0&hl=tr&rclk=1
Mor Salkım Meze Çibörek Mantı Evi,"Topçular, Gazanfer Bilge Blv. No:137, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Barista+Plus+-+41+Burda+AVM/data=!4m7!3m6!1s0x14cb457d00000001:0x9d809320d7f73cca!8m2!3d40.7561547!4d29.946276!16s%2Fg%2F11f3cn9hnb!19sChIJAQAAAH1FyxQRyjz31yCTgJ0?authuser=0&hl=tr&rclk=1
Jumbo Künefe İzmit Yahyakaptan,"Yahyakaptan, Şht. Ergün Köncü Sk. No:7, 41050 İzmit/Kocaeli",(0262) 333 33 31,destek@natro.com,http://www.jumbokunefe.com/,https://www.google.com/maps/place/Antikkapi+Restaurant/data=!4m7!3m6!1s0x14cb457c6c8b7563:0x4d0c866f609f49b2!8m2!3d40.7586877!4d29.9337674!16s%2Fg%2F11fmz2hsmd!19sChIJY3WLbHxFyxQRskmfYG-GDE0?authuser=0&hl=tr&rclk=1
Kavuret Kebap Ciğer Salonu,"Yenişehir Mahallesi Gazi Mustafa Kemal Bulvarı No:122 D:1d, 41050 İzmit",(0262) 311 17 13,,N/A,https://www.google.com/maps/place/Mor+Salk%C4%B1m+Meze+%C3%87ib%C3%B6rek+Mant%C4%B1+Evi/data=!4m7!3m6!1s0x14cb4f478f027549:0x1c4b9a40ee48b6a4!8m2!3d40.7801403!4d29.9330868!16s%2Fg%2F11k3nlkv1k!19sChIJSXUCj0dPyxQRpLZI7kCaSxw?authuser=0&hl=tr&rclk=1
Pizzaköy İzmit Yahyakaptan Şubesi,"Yenişehir, Demokrasi Cd. No: 80/A, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Jumbo+K%C3%BCnefe+%C4%B0zmit+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fe3fc3507cf:0x5e7216e8cda78fda!8m2!3d40.7682684!4d29.9686663!16s%2Fg%2F11g8vbrnwr!19sChIJzwc1_ONPyxQR2o-nzegWcl4?authuser=0&hl=tr&rclk=1
KAPTAN KEBAP,"Yahyakaptan, Şht. Ergün Köncü Sk. No: 13, 41100 İzmit/Kocaeli",(0262) 311 41 11,,N/A,https://www.google.com/maps/place/Kavuret+Kebap+Ci%C4%9Fer+Salonu/data=!4m7!3m6!1s0x14cb4fef83cc14ef:0xc2149b32a34085db!8m2!3d40.7676456!4d29.9620444!16s%2Fg%2F11bzrgtlxr!19sChIJ7xTMg-9PyxQR24VAozKbFMI?authuser=0&hl=tr&rclk=1
"Refiye Restoran - Cağ Kebap , Izgara , Serpme Kahvaltı , İzmit","Yahyakaptan, Kara Yolu Cd. No:21/B, 41050 İzmit/Kocaeli",(0262) 333 11 12,,https://www.refiyerestaurant.com/,https://www.google.com/maps/place/Pizzak%C3%B6y+%C4%B0zmit+Yahyakaptan+%C5%9Eubesi/data=!4m7!3m6!1s0x14cb4fbdebb50811:0x5d39992d80cc9879!8m2!3d40.7634751!4d29.9609037!16s%2Fg%2F11t9q59cdq!19sChIJEQi1671PyxQReZjMgC2ZOV0?authuser=0&hl=tr&rclk=1
