Name,Address,Phone,Email,Website,Google Maps Link
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,http://www.romanorestorancafe.com/,https://www.google.com/maps/place/Kare+Restaurant/data=!4m7!3m6!1s0x14cb4f2066d3b0cb:0xb19f2d36a3f158bc!8m2!3d40.7641456!4d29.9595979!16s%2Fg%2F11j285cpcn!19sChIJy7DTZiBPyxQRvFjxozYtn7E?authuser=0&hl=tr&rclk=1
Romano Cafe Restaurant,"Cumhuriyet, Sahil Sk. No:15, 41100 İzmit/Kocaeli",(0262) 226 88 75,info@romanorestorancafe.com,http://www.romanorestorancafe.com/,https://www.google.com/maps/place/MehmET+kebap+ci%C4%9Fer/data=!4m7!3m6!1s0x14cb4ffadef6b607:0xa1b274eb616b556d!8m2!3d40.7636415!4d29.9651126!16s%2Fg%2F11clygwg1n!19sChIJB7b23vpPyxQRbVVrYet0sqE?authuser=0&hl=tr&rclk=1
Lotus Meat,"Yenişehir, Dönmez Sk., 41040 İzmit/Kocaeli",0506 871 49 28,"bootstrap@4.0.0, info@lafloraotel.com",https://lafloraotel.com/restaurant/lotus-1,https://www.google.com/maps/place/Romano+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb446a2336b7d5:0xbbb18e8e21b18115!8m2!3d40.760134!4d29.879708!16s%2Fg%2F1ptwr5_ft!19sChIJ1bc2I2pEyxQRFYGxIY6Osbs?authuser=0&hl=tr&rclk=1
Aslar Kebap Salonu,"Karabaş, Cengiz Topel Cd. No:16, 41040 İzmit/Kocaeli",(0262) 321 47 77,,N/A,https://www.google.com/maps/place/Monte+Air+Restoran+Seka+Sahil/data=!4m7!3m6!1s0x14cb45eca5e69067:0x25849aa867a91571!8m2!3d40.7593577!4d29.9038655!16s%2Fg%2F11h0q9bb7_!19sChIJZ5DmpexFyxQRcRWpZ6iahCU?authuser=0&hl=tr&rclk=1
TEONA OTEL,"Mehmet Ali Paşa Mah. Bağdat Cad, M. Alipaşa, Erkan Sk. No:3, 41050 İzmit/Kocaeli",(0262) 325 95 95,,http://teonaotel.com/,https://www.google.com/maps/place/Lotus+Meat/data=!4m7!3m6!1s0x14cb4f1eb6bbb193:0x9badc0bd4cce3c92!8m2!3d40.7658064!4d29.9660805!16s%2Fg%2F11hdjhm653!19sChIJk7G7th5PyxQRkjzOTL3ArZs?authuser=0&hl=tr&rclk=1
TEONA OTEL,"Mehmet Ali Paşa Mah. Bağdat Cad, M. Alipaşa, Erkan Sk. No:3, 41050 İzmit/Kocaeli",(0262) 325 95 95,,http://teonaotel.com/,https://www.google.com/maps/place/Aslar+Kebap+Salonu/data=!4m7!3m6!1s0x14cb4f8771bd7f45:0x86ddc05735cb339d!8m2!3d40.764479!4d29.935567!16s%2Fg%2F1tlr2kwr!19sChIJRX-9cYdPyxQRnTPLNVfA3YY?authuser=0&hl=tr&rclk=1
TEONA OTEL,"Mehmet Ali Paşa Mah. Bağdat Cad, M. Alipaşa, Erkan Sk. No:3, 41050 İzmit/Kocaeli",(0262) 325 95 95,,http://teonaotel.com/,https://www.google.com/maps/place/TEONA+OTEL/data=!4m7!3m6!1s0x14cb4ff3c2c24443:0x2888e4582fbc303c!8m2!3d40.76362!4d29.956482!16s%2Fg%2F1hc2d65tx!19sChIJQ0TCwvNPyxQRPDC8L1jkiCg?authuser=0&hl=tr&rclk=1
Çınar Lokantası Çarşı yapı,"Sanayi mah. Çarşı yapı sitesi H-5 İzmit Kocaeli, 41000 İzmit/Kocaeli",(0262) 335 40 34,,https://m.facebook.com/%C3%87INAR-Lokantasi-%C3%87ar%C5%9F%C4%B1-Yap%C4%B1-AVM-514549341911406/?ref=bookmarks,https://www.google.com/maps/place/The+Hunger+%C4%B0zmit+Symbol+Avm/data=!4m7!3m6!1s0x14cb51a59095ae37:0x9f1888c27f4cc476!8m2!3d40.7572302!4d29.9791631!16s%2Fg%2F11tj6gh0hw!19sChIJN66VkKVRyxQRdsRMf8KIGJ8?authuser=0&hl=tr&rclk=1
Şelale Manzara Cafe Restaurant,"Erenler, Kevser Sk. no:5, 41060 İzmit/Kocaeli",0501 253 33 53,,N/A,https://www.google.com/maps/place/BALOGLU+OTEL+%7C+%C4%B0ZM%C4%B0T/data=!4m7!3m6!1s0x14cb4f7ae6d9a995:0x16052a66d303d800!8m2!3d40.768738!4d29.941375!16s%2Fg%2F11ptvvknjt!19sChIJlanZ5npPyxQRANgD02YqBRY?authuser=0&hl=tr&rclk=1
The House Cafe İzmit,"Yenişehir, Konak Sk. No: 19, 41050 İzmit/Kocaeli",0506 871 49 26,,N/A,https://www.google.com/maps/place/%C3%87%C4%B1nar+Lokantas%C4%B1+%C3%87ar%C5%9F%C4%B1+yap%C4%B1/data=!4m7!3m6!1s0x14cb455e885b1d6f:0x883883437d546d93!8m2!3d40.754744!4d29.95353!16s%2Fg%2F11c1ssljmp!19sChIJbx1biF5FyxQRk21UfUODOIg?authuser=0&hl=tr&rclk=1
INIIS,"Yahyakaptan, Yahyakaptan mah.sarı mimoza Cad.ayçiceği Sokak, Ilgın Sk. no:11, 41040 İzmit/Kocaeli",(0262) 333 34 44,,N/A,https://www.google.com/maps/place/%C5%9Eelale+Manzara+Cafe+Restaurant/data=!4m7!3m6!1s0x14cb4fe082cdfcb9:0x48f41805819642b1!8m2!3d40.7777109!4d29.9425067!16s%2Fg%2F11rss641_q!19sChIJufzNguBPyxQRsUKWgQUY9Eg?authuser=0&hl=tr&rclk=1
Livadi Cafe & Restaurant,"Erenler, Kevser Sk. No1, 41060 İzmit/Kocaeli",0531 582 01 03,"info@LivadiCafe.com, info@LivadiCafeWeb.com",http://www.livadicafe.com/,https://www.google.com/maps/place/The+House+Cafe+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f40a6e461b9:0x96504557dfa86b78!8m2!3d40.7659823!4d29.9666466!16s%2Fg%2F11ss57gl29!19sChIJuWHkpkBPyxQReGuo31dFUJY?authuser=0&hl=tr&rclk=1
Tarif Cağ Kebap,"Mehmet Ali Paşa Mahallesi, Adnan Menderes Blv. No:3, 41050 İzmit/Kocaeli",0530 773 61 06,,N/A,https://www.google.com/maps/place/INIIS/data=!4m7!3m6!1s0x14cb51f36a73aa47:0x6f79316a4380e2d3!8m2!3d40.769607!4d29.9764374!16s%2Fg%2F11tsybwnpb!19sChIJR6pzavNRyxQR0-KAQ2oxeW8?authuser=0&hl=tr&rclk=1
Antikkapi Restaurant,"Karabaş, 1. Cd. No:5, 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Livadi+Cafe+%26+Restaurant/data=!4m7!3m6!1s0x14cb4fbf2702a423:0xd486bbd46d602f0c!8m2!3d40.777452!4d29.941834!16s%2Fg%2F11cjkq136t!19sChIJI6QCJ79PyxQRDC9gbdS7htQ?authuser=0&hl=tr&rclk=1
Mavi Körfez Tarihi Eminönü Balıkçısı,"Kemalpaşa Mahallesi Oramiral Salim Dervişoğlu Caddesi, İzmit Marina, 41200 İzmit/Kocaeli",(0262) 339 40 33,,N/A,https://www.google.com/maps/place/Tarif+Ca%C4%9F+Kebap/data=!4m7!3m6!1s0x14cb4fccaad6dfed:0x6cbf5e003094d3b!8m2!3d40.7637451!4d29.9591348!16s%2Fg%2F11h24rvl8d!19sChIJ7d_WqsxPyxQRO00JA-D1ywY?authuser=0&hl=tr&rclk=1
Maşşa Ocakbaşı,"M.Ali Pasa Mah. Erkan Sok. No:3 (Teona Otel Altı), 41050 İzmit/Kocaeli",(0262) 322 40 40,,http://facebook.com/massaocakbasi,https://www.google.com/maps/place/Antikkapi+Restaurant/data=!4m7!3m6!1s0x14cb457c6c8b7563:0x4d0c866f609f49b2!8m2!3d40.7586877!4d29.9337674!16s%2Fg%2F11fmz2hsmd!19sChIJY3WLbHxFyxQRskmfYG-GDE0?authuser=0&hl=tr&rclk=1
KUZİNE RESTAURANT,"Kabaoğlu, Prof. Baki Komşuoğlu Blv. No:191/A, 41100 İzmit/Kocaeli",(0262) 329 09 09,,https://www.facebook.com/Kuzine-Cafe-Restorant-910143409074207/,https://www.google.com/maps/place/Mavi+K%C3%B6rfez+Tarihi+Emin%C3%B6n%C3%BC+Bal%C4%B1k%C3%A7%C4%B1s%C4%B1/data=!4m7!3m6!1s0x14cb4584f1878597:0x94d27ff0afd9f2db!8m2!3d40.759405!4d29.920038!16s%2Fg%2F11b7q0ggzr!19sChIJl4WH8YRFyxQR2_LZr_B_0pQ?authuser=0&hl=tr&rclk=1
The Hunger İzmit ArastaPark Avm,"ArastaPark AVM No:24, Yahyakaptan, 41050 İzmit/Kocaeli",(0262) 311 20 22,,http://thehunger.net/,https://www.google.com/maps/place/Ma%C5%9F%C5%9Fa+Ocakba%C5%9F%C4%B1/data=!4m7!3m6!1s0x14cb4ff3e727bfbf:0x5b9e406c2327e5e5!8m2!3d40.7636425!4d29.9562956!16s%2Fg%2F11c5rq2532!19sChIJv78n5_NPyxQR5eUnI2xAnls?authuser=0&hl=tr&rclk=1
Kavuret Kebap Ciğer Salonu,"Yenişehir Mahallesi Gazi Mustafa Kemal Bulvarı No:122 D:1d, 41050 İzmit",(0262) 311 17 13,,N/A,https://www.google.com/maps/place/KUZ%C4%B0NE+RESTAURANT/data=!4m7!3m6!1s0x14cb4fab04c8e4e9:0xb2df0751e327211!8m2!3d40.800107!4d29.9308942!16s%2Fg%2F11c2q2h6t8!19sChIJ6eTIBKtPyxQREXIyHnXwLQs?authuser=0&hl=tr&rclk=1
Kavuret Kebap Ciğer Salonu,"Yenişehir Mahallesi Gazi Mustafa Kemal Bulvarı No:122 D:1d, 41050 İzmit",(0262) 311 17 13,,N/A,https://www.google.com/maps/place/The+Hunger+%C4%B0zmit+ArastaPark+Avm/data=!4m7!3m6!1s0x14cb514ce58afe3d:0x52f259a3c92d99cd!8m2!3d40.7669635!4d29.9759593!16s%2Fg%2F11rwrlx7q4!19sChIJPf6K5UxRyxQRzZktyaNZ8lI?authuser=0&hl=tr&rclk=1
Kavuret Kebap Ciğer Salonu,"Yenişehir Mahallesi Gazi Mustafa Kemal Bulvarı No:122 D:1d, 41050 İzmit",(0262) 311 17 13,,N/A,https://www.google.com/maps/place/Kavuret+Kebap+Ci%C4%9Fer+Salonu/data=!4m7!3m6!1s0x14cb4fef83cc14ef:0xc2149b32a34085db!8m2!3d40.7676456!4d29.9620444!16s%2Fg%2F11bzrgtlxr!19sChIJ7xTMg-9PyxQR24VAozKbFMI?authuser=0&hl=tr&rclk=1
