Name,Address,Phone,Email,Website,Google Maps Link
Ekran Yenileme Merkezi,"SOYDAN İŞ MERKEZİ, Ömerağa, Alemdar Cd. No: 34 Zemin Kat No:4, 41300 İzmit/Kocaeli",0532 334 01 19,,N/A,https://www.google.com/maps/place/Ba%C5%9Fiskele+-+Profilo+Yetkili+Servisi/data=!4m7!3m6!1s0x14cb45be6798561d:0xb08e1c39ce87d2eb!8m2!3d40.714633!4d29.945311!16s%2Fg%2F11wvkbhycb!19sChIJHVaYZ75FyxQR69KHzjkcjrA?authuser=0&hl=tr&rclk=1
KOCAELİ KOMBİ SERVİSİ,"Barbaros, Hoş Sk. 5c, 41090 Başiskele/Kocaeli",0534 511 16 57,,http://kocaelikombiteknikservis.com.tr/,https://www.google.com/maps/place/Tamay+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb4fdd9613fc95:0xfaeaedb1dfedc148!8m2!3d40.7667923!4d29.9330833!16s%2Fg%2F11fwdgk_2q!19sChIJlfwTlt1PyxQRSMHt37Ht6vo?authuser=0&hl=tr&rclk=1
KOCAELİ KOMBİ SERVİSİ,"Barbaros, Hoş Sk. 5c, 41090 Başiskele/Kocaeli",0534 511 16 57,,http://kocaelikombiteknikservis.com.tr/,https://www.google.com/maps/place/Ekran+Yenileme+Merkezi/data=!4m7!3m6!1s0x14cb45a94fe58853:0x9047c91ef37c3349!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F11kppzjs5c!19sChIJU4jlT6lFyxQRSTN88x7JR5A?authuser=0&hl=tr&rclk=1
KOCAELİ KOMBİ SERVİSİ,"Barbaros, Hoş Sk. 5c, 41090 Başiskele/Kocaeli",0534 511 16 57,,http://kocaelikombiteknikservis.com.tr/,https://www.google.com/maps/place/KOCAEL%C4%B0+KOMB%C4%B0+SERV%C4%B0S%C4%B0/data=!4m7!3m6!1s0x14cb448ca2a13625:0x680a2196f4dd6efc!8m2!3d40.7074699!4d29.9334257!16s%2Fg%2F11rvhqzjf5!19sChIJJTahooxEyxQR_G7d9JYhCmg?authuser=0&hl=tr&rclk=1
ELECTROLUX-AEG-ZANUSSİ-KENWOOD YETKİLİ SERVİS VE SATIŞ MAĞAZASI BRAUN-DELONGHİ-PHİLİPS ÖZEL TAMİR BAKIM SERVİSİ,"Karabaş, Akça Cami Cd. 112/B, 41040 İzmit/Kocaeli",(0262) 322 15 75,,http://www.misirliogluticaret.com.tr/,https://www.google.com/maps/place/%C4%B0zmit+Klima+Center/data=!4m7!3m6!1s0x14cb4f8dcd8344df:0x7d032cae684bbe6!8m2!3d40.768147!4d29.9459402!16s%2Fg%2F11b7y7q8rc!19sChIJ30SDzY1PyxQR5ruE5soy0Ac?authuser=0&hl=tr&rclk=1
Bosch Başiskele Yıldızlar Avm,"Barbaros, Pınar Cd. No:32/A, 41090 Başiskele/Kocaeli",(0262) 343 35 35,logo-band@1X.png,http://www.yildizlaravm.com/,"https://www.google.com/maps/place/Beyaz+E%C5%9Fya+Servisi+%C2%BB+Kocaeli,+%C4%B0zmit,+Ba%C5%9Fiskele,+Derince,+K%C3%B6rfez/data=!4m7!3m6!1s0x14cb4ff8c993dfad:0xfb0139dab29f65be!8m2!3d40.7656033!4d29.9599452!16s%2Fg%2F11fct0yhv_!19sChIJrd-TyfhPyxQRvmWfsto5Afs?authuser=0&hl=tr&rclk=1"
İZMİT TV TAMİRİ UYDU SİSTEMLERİ,,0544 310 91 50,,N/A,https://www.google.com/maps/place/ELECTROLUX-AEG-ZANUSS%C4%B0-KENWOOD+YETK%C4%B0L%C4%B0+SERV%C4%B0S+VE+SATI%C5%9E+MA%C4%9EAZASI+BRAUN-DELONGH%C4%B0-PH%C4%B0L%C4%B0PS+%C3%96ZEL+TAM%C4%B0R+BAKIM+SERV%C4%B0S%C4%B0/data=!4m7!3m6!1s0x14cb4f872dde5555:0xb2fd1ce5530743af!8m2!3d40.766191!4d29.934117!16s%2Fg%2F11f06hj6c6!19sChIJVVXeLYdPyxQRr0MHU-Uc_bI?authuser=0&hl=tr&rclk=1
Destek Teknik Bilişim,"Karabaş, Şht. Musa Sk. No:33/b, 41900 İzmit/Kocaeli",0532 405 95 39,destek@destekteknik.com,https://www.destekteknik.com/,https://www.google.com/maps/place/Bosch+Ba%C5%9Fiskele+Y%C4%B1ld%C4%B1zlar+Avm/data=!4m7!3m6!1s0x14cb45245575cedd:0x8b0c3cf69c6e8ae4!8m2!3d40.7101577!4d29.9280383!16s%2Fg%2F11pcpn6gzn!19sChIJ3c51VSRFyxQR5IpunPY8DIs?authuser=0&hl=tr&rclk=1
Suzuki Çobanoğlu Başiskele Yetkili Satıcı ve Servis,"Yeni Gölcük Yolu 1. Km, Vezirçiftliği, Aşikar Sk. No:2",(0262) 349 45 34,fancybox@3.5.6,https://www.suzuki.com.tr/,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+TV+TAM%C4%B0R%C4%B0+UYDU+S%C4%B0STEMLER%C4%B0/data=!4m7!3m6!1s0x14cb51d63ec11619:0x87ddbe74181868ae!8m2!3d40.870853!4d29.8504346!16s%2Fg%2F11f_3wz9cl!19sChIJGRbBPtZRyxQRrmgYGHS-3Yc?authuser=0&hl=tr&rclk=1
Kocaeli Teknikeller Telefon Tamir Servisi,"Ömerağa mah belsa Plaza Zemin kat no:17 9/1, 41100 İzmit",0506 805 91 49,,N/A,https://www.google.com/maps/place/Destek+Teknik+Bili%C5%9Fim/data=!4m7!3m6!1s0x14cb4f879ad92e57:0xcc0f30216c1665d4!8m2!3d40.7632675!4d29.9381979!16s%2Fg%2F1hcb31p23!19sChIJVy7ZmodPyxQR1GUWbCEwD8w?authuser=0&hl=tr&rclk=1
Kocaelim teknik,"Kadıköy, Turan Güneş Cd. No:150, 41060 İzmit/Kocaeli",(0262) 323 45 46,,http://www.kocaelimteknik.com/,https://www.google.com/maps/place/Suzuki+%C3%87obano%C4%9Flu+Ba%C5%9Fiskele+Yetkili+Sat%C4%B1c%C4%B1+ve+Servis/data=!4m7!3m6!1s0x14cb455a4e4b5f59:0x33fd857fa0018139!8m2!3d40.7506323!4d29.9601369!16s%2Fg%2F11qpx277kn!19sChIJWV9LTlpFyxQROYEBoH-F_TM?authuser=0&hl=tr&rclk=1
Kocaelim teknik,"Kadıköy, Turan Güneş Cd. No:150, 41060 İzmit/Kocaeli",(0262) 323 45 46,,http://www.kocaelimteknik.com/,https://www.google.com/maps/place/Kocaeli+Teknikeller+Telefon+Tamir+Servisi/data=!4m7!3m6!1s0x14cb47b73956ba61:0x8c2b504188ed3b05!8m2!3d40.7760658!4d29.8800403!16s%2Fg%2F11g_v6s8mh!19sChIJYbpWObdHyxQRBTvtiEFQK4w?authuser=0&hl=tr&rclk=1
,"Kozluk, İnönü Cd. NO:1, 41200 İzmit/Kocaeli",,info@izmitbeyazesya.com,https://www.izmitbeyazesya.com/,https://www.google.com/maps/place/Kocaelim+teknik/data=!4m7!3m6!1s0x14cb4f650087fa3d:0x55372443ecb04866!8m2!3d40.7694763!4d29.9436176!16s%2Fg%2F11tjkbt01r!19sChIJPfqHAGVPyxQRZkiw7EMkN1U?authuser=0&hl=tr&rclk=1
asdasfasfa,"Ömerağa, Belsa Sk. Belsa Plaza Zemin Kat No:17, 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/%C4%B0KL%C4%B0M+OTO+KL%C4%B0MA/data=!4m7!3m6!1s0x14cb460ce1d7f669:0x1d0fc63aaa33d564!8m2!3d40.7482031!4d29.9498326!16s%2Fg%2F11bx4cr39d!19sChIJafbX4QxGyxQRZNUzqjrGDx0?authuser=0&hl=tr&rclk=1
MEGACEP İZMİT 2 EL TELEFON ALIM SATIM İZMİT TEKNİK SERVİS İZMİT İKİNCİ EL TELEFON İPHONE SAMSUNG OPPO HUAWEİ,"Ömerağa, Akça Cami Cd. 11/D, 41100 İzmit/Kocaeli",0532 461 99 41,,N/A,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+BEYAZ+ESYA+SERV%C4%B0S%C4%B0/data=!4m7!3m6!1s0x14cb4545fce0e27f:0xb353e31a5179538c!8m2!3d40.7639047!4d29.9164464!16s%2Fg%2F11py9_b9mn!19sChIJf-Lg_EVFyxQRjFN5URrjU7M?authuser=0&hl=tr&rclk=1
Er-can Soğutma,"Karabaş mahallesi Cengiz Topel caddesi, Müneccim Arif Sk. 4-8, 41000 İzmit/Kocaeli",(0262) 321 40 70,info@ercansogutma.com,https://ercansogutma.com/,https://www.google.com/maps/place/asdasfasfa/data=!4m7!3m6!1s0x14cb45a477fb0759:0x464fd1436a474c7a!8m2!3d40.7650136!4d29.9293739!16s%2Fg%2F11v0_g45l6!19sChIJWQf7d6RFyxQRekxHakPRT0Y?authuser=0&hl=tr&rclk=1
Cephane İletişim,"Ömerağa, Akça Cami Cd. 19/B, 41100 İzmit/Kocaeli",0541 838 85 16,,N/A,https://www.google.com/maps/place/MEGACEP+%C4%B0ZM%C4%B0T+2+EL+TELEFON+ALIM+SATIM+%C4%B0ZM%C4%B0T+TEKN%C4%B0K+SERV%C4%B0S+%C4%B0ZM%C4%B0T+%C4%B0K%C4%B0NC%C4%B0+EL+TELEFON+%C4%B0PHONE+SAMSUNG+OPPO+HUAWE%C4%B0/data=!4m7!3m6!1s0x14cb454c65ad215d:0x648452a7ffa0730a!8m2!3d40.7656328!4d29.9285195!16s%2Fg%2F11pvsdbyc9!19sChIJXSGtZUxFyxQRCnOg_6dShGQ?authuser=0&hl=tr&rclk=1
BEYAZ-EŞYA-TAMİR-SERVİS(EGE-TEKNİK41),"Medar hastahanesi çaprazı Göçmen börekçi yanı, Çiftlik, 4177. Sk. 7/D, 41650 Gölcük/Kocaeli",0538 506 37 57,ege.teknik@outlook.com,http://www.golcukmerkezteknikservis.com/,https://www.google.com/maps/place/Er-can+So%C4%9Futma/data=!4m7!3m6!1s0x14cb4f8767993c05:0xacebfd1c159226a9!8m2!3d40.7642779!4d29.9369022!16s%2Fg%2F1tk0sxdn!19sChIJBTyZZ4dPyxQRqSaSFRz966w?authuser=0&hl=tr&rclk=1
Canak anten - Televizyon tamiri - Televizyon Kurulumu - Çanak Anten Kurulumu - Çanak Servisi - Tv Tamir Servisi - anten,"Çukurbağ, Kurttekin Çk. No:9 zemin kat, 41000 İzmit/Kocaeli",0555 015 41 00,,N/A,https://www.google.com/maps/place/Cephane+%C4%B0leti%C5%9Fim/data=!4m7!3m6!1s0x14cb452003c2c077:0xb4ea43f347bcf497!8m2!3d40.7657662!4d29.9289358!16s%2Fg%2F11g1lsk0qc!19sChIJd8DCAyBFyxQRl_S8R_ND6rQ?authuser=0&hl=tr&rclk=1
TURKCELL GUNES İLETİŞİM,"Yeşilova, Yeşilova Cd. 12/a, 41100 İzmit/Kocaeli",0533 163 79 47,,N/A,https://www.google.com/maps/place/BEYAZ-E%C5%9EYA-TAM%C4%B0R-SERV%C4%B0S%28EGE-TEKN%C4%B0K41%29/data=!4m7!3m6!1s0x14cb41ddbf600cad:0x8a34a68b0ee566c2!8m2!3d40.705959!4d29.8462228!16s%2Fg%2F11kk9kln03!19sChIJrQxgv91ByxQRwmblDoumNIo?authuser=0&hl=tr&rclk=1
İZMİT CEP TELEFONU ÇELİK İLETİŞİM,"Karabaş, Cengiz Topel Cd. :42/A, 41100 İzmit/Kocaeli",0531 287 77 77,,N/A,https://www.google.com/maps/place/Canak+anten+-+Televizyon+tamiri+-+Televizyon+Kurulumu+-+%C3%87anak+Anten+Kurulumu+-+%C3%87anak+Servisi+-+Tv+Tamir+Servisi+-+anten/data=!4m7!3m6!1s0x14cb4f3478fd3ae3:0xb8425e338480c12!8m2!3d40.7679904!4d29.9309516!16s%2Fg%2F11f9zf16r4!19sChIJ4zr9eDRPyxQREgxIOOMlhAs?authuser=0&hl=tr&rclk=1
Yılmaz Elektronik,"Erenler, Turan Güneş Cd. No:125, 41100 İzmit/Kocaeli",(0262) 325 02 58,,N/A,https://www.google.com/maps/place/TURKCELL+GUNES+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4fbca71f35d7:0xcd4732bfdd8cde54!8m2!3d40.7868209!4d29.9719806!16s%2Fg%2F11y59b44tg!19sChIJ1zUfp7xPyxQRVN6M3b8yR80?authuser=0&hl=tr&rclk=1
Özgün Technology,"Şen İş Merkezi, Ömerağa, Alemdar Cd. No:67, 41100 İzmit/Kocaeli",0541 414 97 41,,N/A,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+CEP+TELEFONU+%C3%87EL%C4%B0K+%C4%B0LET%C4%B0%C5%9E%C4%B0M/data=!4m7!3m6!1s0x14cb4fdab2e7e69d:0x803aef7c53635f2f!8m2!3d40.7648478!4d29.9380203!16s%2Fg%2F11m__d5j5v!19sChIJnebnstpPyxQRL19jU3zvOoA?authuser=0&hl=tr&rclk=1
Gsm Teknik Servis,"Ömerağa, belsa plaza Giriş kat a blok no 13, 41200 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Y%C4%B1lmaz+Elektronik/data=!4m7!3m6!1s0x14cb4f8e54a66b55:0x5983e0dc11556241!8m2!3d40.769341!4d29.942399!16s%2Fg%2F1tkfwxqc!19sChIJVWumVI5PyxQRQWJVEdzgg1k?authuser=0&hl=tr&rclk=1
Berkayöz cep telefonu tamir-satışı,"Topçular, Gazanfer Bilge Blv. tuana evleri okyanus blok, 41300 İzmit/Kocaeli",0539 650 67 66,,N/A,https://www.google.com/maps/place/%C3%96zg%C3%BCn+Technology/data=!4m7!3m6!1s0x14cb45e24fc12fd3:0xd85bc4f3dc69f6b2!8m2!3d40.7654927!4d29.9285159!16s%2Fg%2F11hhldqm0b!19sChIJ0y_BT-JFyxQRsvZp3PPEW9g?authuser=0&hl=tr&rclk=1
Escom Bilişim Cep Telefonu Tablet Laptop Notebook Yazıcı Her Türlü Elektronik Alet Tamir servisi,"İstasyon, Hüsnü Efe Cd. No:36, 41250 Kartepe/Kocaeli",0533 315 58 60,,https://www.escombilisim.net/,https://www.google.com/maps/place/Gsm+Teknik+Servis/data=!4m7!3m6!1s0x14cb4feefdf0d887:0x3de768282ede1130!8m2!3d40.7653954!4d29.9298518!16s%2Fg%2F11rctxknd1!19sChIJh9jw_e5PyxQRMBHeLiho5z0?authuser=0&hl=tr&rclk=1
