Name,Address,Phone,Email,Website,Google Maps Link
Özel Yuvacık Atayurt İlköğretim Okulu,"28 Haziran, Akşemsettin Cad./okul Sok. No:4, 41060 Başiskele/Kocaeli (İzmit)",(0262) 346 70 00,,N/A,https://www.google.com/maps/place/Izmit/data=!4m7!3m6!1s0x14cb45a6e001cca3:0x53935e955a530f48!8m2!3d40.7160261!4d29.9203296!16s%2Fg%2F11sb0k_p_j!19sChIJo8wB4KZFyxQRSA9TWpVek1M?authuser=0&hl=tr&rclk=1
Özel Yuvacık Atayurt İlköğretim Okulu,"28 Haziran, Akşemsettin Cad./okul Sok. No:4, 41060 Başiskele/Kocaeli (İzmit)",(0262) 346 70 00,,N/A,https://www.google.com/maps/place/%C3%96zel+Sultan+E%C4%9Fitim+Kurumlar%C4%B1/data=!4m7!3m6!1s0x14cb5b71cd1a4e39:0x27ab87e888344660!8m2!3d40.7229131!4d29.9770502!16s%2Fg%2F11gm9jjmjd!19sChIJOU4azXFbyxQRYEY0iOiHqyc?authuser=0&hl=tr&rclk=1
Özel Yuvacık Atayurt İlköğretim Okulu,"28 Haziran, Akşemsettin Cad./okul Sok. No:4, 41060 Başiskele/Kocaeli (İzmit)",(0262) 346 70 00,,N/A,https://www.google.com/maps/place/%C3%96zel+Yuvac%C4%B1k+Atayurt+%C4%B0lk%C3%B6%C4%9Fretim+Okulu/data=!4m7!3m6!1s0x14cb4feb410046ad:0xc942fdb9c409b503!8m2!3d40.7740246!4d29.9521231!16s%2Fg%2F1hc95gdk_!19sChIJrUYAQetPyxQRA7UJxLn9Qsk?authuser=0&hl=tr&rclk=1
KO-MEK Yuvacık Kurs Merkezi,"Fatih, Gizem Sk. No:2, 41190 Başiskele/Kocaeli",(0262) 344 34 71,komek@kocaeli.bel.tr,https://www.komek.org/kursmerkezleri/detay/18/yuvacik,https://www.google.com/maps/place/Bah%C3%A7ecik+Mesleki+ve+Teknik+Anadolu+Lisesi/data=!4m7!3m6!1s0x14cb4f8529f30425:0x671b438bf0629d1!8m2!3d40.7045706!4d29.902107!16s%2Fg%2F1hc23yxvj!19sChIJJQTzKYVPyxQR0SkGvzi0cQY?authuser=0&hl=tr&rclk=1
KO-MEK Yuvacık Kurs Merkezi,"Fatih, Gizem Sk. No:2, 41190 Başiskele/Kocaeli",(0262) 344 34 71,komek@kocaeli.bel.tr,https://www.komek.org/kursmerkezleri/detay/18/yuvacik,https://www.google.com/maps/place/%C4%B0zmit+Mesleki+ve+Teknik+Anadolu+Lisesi/data=!4m7!3m6!1s0x14cb4f87128f0c97:0x944f3b6dad28cccb!8m2!3d40.7650582!4d29.9357624!16s%2Fg%2F11cjp6pxjd!19sChIJlwyPEodPyxQRy8worW07T5Q?authuser=0&hl=tr&rclk=1
KO-MEK Yuvacık Kurs Merkezi,"Fatih, Gizem Sk. No:2, 41190 Başiskele/Kocaeli",(0262) 344 34 71,komek@kocaeli.bel.tr,https://www.komek.org/kursmerkezleri/detay/18/yuvacik,https://www.google.com/maps/place/KO-MEK+Yuvac%C4%B1k+Kurs+Merkezi/data=!4m7!3m6!1s0x14cb44af0ff9df4b:0xfbfcfbd4bba4435b!8m2!3d40.6879247!4d29.9646544!16s%2Fg%2F11c5stzndp!19sChIJS9_5D69EyxQRW0Oku9T7_Ps?authuser=0&hl=tr&rclk=1
Şehit Ömür Ertuğrul Sarı Anadolu Lisesi,"Kullar Tepecik, Yakacık Cd. 87/0, 41140 Başiskele/Kocaeli",(0262) 349 41 40,,http://omurertugrulsarianadolulisesi.meb.k12.tr/,https://www.google.com/maps/place/American+LIFE+Kocaeli+%C4%B0zmit/data=!4m7!3m6!1s0x14cb457e4914d49f:0x6d0bc17f21c23efe!8m2!3d40.762762!4d29.93191!16s%2Fg%2F1pp2tkkxq!19sChIJn9QUSX5FyxQR_j7CIX_BC20?authuser=0&hl=tr&rclk=1
Şehit Ömür Ertuğrul Sarı Anadolu Lisesi,"Kullar Tepecik, Yakacık Cd. 87/0, 41140 Başiskele/Kocaeli",(0262) 349 41 40,,http://omurertugrulsarianadolulisesi.meb.k12.tr/,https://www.google.com/maps/place/Kocaeli+%C3%9Cniversitesi+Arslanbey+Yerle%C5%9Fkesi/data=!4m7!3m6!1s0x14cb5a5772b167f9:0x686488caac52f792!8m2!3d40.7082806!4d30.0262542!16s%2Fg%2F1vcmkyld!19sChIJ-WexcldayxQRkvdSrMqIZGg?authuser=0&hl=tr&rclk=1
KO-MEK Aydınkent Kurs Merkezi,"Aydınkent, Hacı Mecit Blv. NO:35, 41100 Başiskele/Kocaeli",(0262) 346 64 34,komek@kocaeli.bel.tr,https://www.komek.org/kursmerkezleri/detay/33/aydinkent,https://www.google.com/maps/place/%C5%9Eehit+%C3%96m%C3%BCr+Ertu%C4%9Frul+Sar%C4%B1+Anadolu+Lisesi/data=!4m7!3m6!1s0x14cb5bf2bb97340f:0x14bd72c19a6c17f6!8m2!3d40.7121109!4d29.9851851!16s%2Fg%2F11fmvkc_p8!19sChIJDzSXu_JbyxQR9hdsmsFyvRQ?authuser=0&hl=tr&rclk=1
KO-MEK Aydınkent Kurs Merkezi,"Aydınkent, Hacı Mecit Blv. NO:35, 41100 Başiskele/Kocaeli",(0262) 346 64 34,komek@kocaeli.bel.tr,https://www.komek.org/kursmerkezleri/detay/33/aydinkent,https://www.google.com/maps/place/Kocaeli+Meslek+Y%C3%BCksekokulu/data=!4m7!3m6!1s0x14cb452c39e5717b:0x4fed2448ab2e1724!8m2!3d40.7236206!4d29.9695035!16s%2Fg%2F1tgw77my!19sChIJe3HlOSxFyxQRJBcuq0gk7U8?authuser=0&hl=tr&rclk=1
KO-MEK Aydınkent Kurs Merkezi,"Aydınkent, Hacı Mecit Blv. NO:35, 41100 Başiskele/Kocaeli",(0262) 346 64 34,komek@kocaeli.bel.tr,https://www.komek.org/kursmerkezleri/detay/33/aydinkent,https://www.google.com/maps/place/KO-MEK+Ayd%C4%B1nkent+Kurs+Merkezi/data=!4m7!3m6!1s0x14cb44ebc9c00021:0xc68c76f13735d131!8m2!3d40.7082302!4d29.9482126!16s%2Fg%2F11c5b70mp2!19sChIJIQDAyetEyxQRMdE1N_F2jMY?authuser=0&hl=tr&rclk=1
Kocaeli Üniversitesi İzmit Meslek Yüksekokulu,"Ataşehir, Kocaeli Ünv. Arslanbey Yerleşkesi, 41285 Kartepe/Kocaeli",(0262) 351 32 87,,N/A,https://www.google.com/maps/place/Bimser+S%C3%BCr%C3%BCc%C3%BC+Kursu/data=!4m7!3m6!1s0x14cb4581b66edd1f:0x51e8dbdba6980a7c!8m2!3d40.7641673!4d29.9261047!16s%2Fg%2F11b6hz0742!19sChIJH91utoFFyxQRfAqYptvb6FE?authuser=0&hl=tr&rclk=1
Kocaeli Üniversitesi İzmit Meslek Yüksekokulu,"Ataşehir, Kocaeli Ünv. Arslanbey Yerleşkesi, 41285 Kartepe/Kocaeli",(0262) 351 32 87,,N/A,https://www.google.com/maps/place/%C4%B0zmit+24+Kas%C4%B1m+Anadolu+Lisesi/data=!4m7!3m6!1s0x14cb501f01d89e4f:0x43ed1c3970aa3fe4!8m2!3d40.7682228!4d29.9773506!16s%2Fg%2F1tmv0ff4!19sChIJT57YAR9QyxQR5D-qcDkc7UM?authuser=0&hl=tr&rclk=1
Kültür Okulları Sepetlipınar Yerleşkesi,"No:, Karşıyaka, Denizdibi Sk. No:6, 41275 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Kocaeli+%C3%9Cniversitesi+%C4%B0zmit+Meslek+Y%C3%BCksekokulu/data=!4m7!3m6!1s0x14cb5ba595e28ee7:0xe5db5895c9be5f60!8m2!3d40.7080402!4d30.0257467!16s%2Fg%2F1hc3jvpbm!19sChIJ547ilaVbyxQRYF--yZVY2-U?authuser=0&hl=tr&rclk=1
Kültür Okulları Sepetlipınar Yerleşkesi,"No:, Karşıyaka, Denizdibi Sk. No:6, 41275 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Evrensel+Matematik+K%C3%B6y%C3%BC+Kurs+Merkezi/data=!4m7!3m6!1s0x14cb4ff104aac303:0xc9d7e2b80c83e113!8m2!3d40.7671724!4d29.9759688!16s%2Fg%2F11fxy2jjbs!19sChIJA8OqBPFPyxQRE-GDDLji18k?authuser=0&hl=tr&rclk=1
Kocaeli Merkez İş Makinesi ve Sürücü Kursu,"Tepecik Mh, Hürriyet Cd. No:75,, Belediye İş Hanı B Blok Kat 3, 41200 İzmit/Kocaeli",(0262) 324 40 37,bilgi@merkezegitim.com,http://www.merkezegitim.com/,https://www.google.com/maps/place/K%C3%BClt%C3%BCr+Okullar%C4%B1+Sepetlip%C4%B1nar+Yerle%C5%9Fkesi/data=!4m7!3m6!1s0x14cb440ff5e92cf5:0xf4a8d03ca6a2e8af!8m2!3d40.7102401!4d29.8931588!16s%2Fg%2F11bxdvq5xq!19sChIJ9Szp9Q9EyxQRr-iipjzQqPQ?authuser=0&hl=tr&rclk=1
Kocaeli Merkez İş Makinesi ve Sürücü Kursu,"Tepecik Mh, Hürriyet Cd. No:75,, Belediye İş Hanı B Blok Kat 3, 41200 İzmit/Kocaeli",(0262) 324 40 37,bilgi@merkezegitim.com,http://www.merkezegitim.com/,https://www.google.com/maps/place/Alber+S%C3%BCr%C3%BCc%C3%BC+Kursu/data=!4m7!3m6!1s0x14cb45de52e23c43:0x9928819343428c5!8m2!3d40.7117081!4d29.9290823!16s%2Fg%2F11f669jpmc!19sChIJQzziUt5FyxQRxSg0NBmIkgk?authuser=0&hl=tr&rclk=1
Başiskele Gül Bahçesi Anaokulu,"Yuvacık Serdar Mah. Gazneli Mahmut Cad. Çoban Dede Sok.No:4, 41190 BAŞİSKELE/Kocaeli",(0262) 346 60 15,,N/A,https://www.google.com/maps/place/Kocaeli+Merkez+%C4%B0%C5%9F+Makinesi+ve+S%C3%BCr%C3%BCc%C3%BC+Kursu/data=!4m7!3m6!1s0x14cb4f94f9856835:0xa7d7097acd3e4b81!8m2!3d40.7633892!4d29.9259769!16s%2Fg%2F1tm2vk5k!19sChIJNWiF-ZRPyxQRgUs-zXoJ16c?authuser=0&hl=tr&rclk=1
Başiskele Gül Bahçesi Anaokulu,"Yuvacık Serdar Mah. Gazneli Mahmut Cad. Çoban Dede Sok.No:4, 41190 BAŞİSKELE/Kocaeli",(0262) 346 60 15,,N/A,https://www.google.com/maps/place/Dilko+%C4%B0zmit+Language+School/data=!4m7!3m6!1s0x14cb457dcfefb1e7:0xe71e94a0b2b16020!8m2!3d40.7623974!4d29.9337311!16s%2Fg%2F11d_tzjvjk!19sChIJ57Hvz31FyxQRIGCxsqCUHuc?authuser=0&hl=tr&rclk=1
Başiskele Gül Bahçesi Anaokulu,"Yuvacık Serdar Mah. Gazneli Mahmut Cad. Çoban Dede Sok.No:4, 41190 BAŞİSKELE/Kocaeli",(0262) 346 60 15,,N/A,https://www.google.com/maps/place/Ba%C5%9Fiskele+G%C3%BCl+Bah%C3%A7esi+Anaokulu/data=!4m7!3m6!1s0x14cb44f1fac1f111:0x1ae6f7832902ef17!8m2!3d40.7126209!4d29.9392863!16s%2Fg%2F11g6xp9gb8!19sChIJEfHB-vFEyxQRF-8CKYP35ho?authuser=0&hl=tr&rclk=1
,"Sahil, Güvenlik Cd. No:4, 41090 Başiskele/Kocaeli",0530 044 41 00,,http://www.basiskeleyildizlaranaokulu.com/,https://www.google.com/maps/place/%C3%96zel+%C3%87ocuk+D%C3%BCnyas%C4%B1+Anaokulu+%7C+Kocaelinde+Anaokulu+%7C+Kocaelinde+Yaz+Okulu+%7C+Kocaelinde+Kre%C5%9F+%7C+Kocaelinde+G%C3%BCnd%C3%BCz+Bak%C4%B1m+Evi/data=!4m7!3m6!1s0x14cb417a29d37f83:0xf4580804e96ee05e!8m2!3d40.7045964!4d29.8778366!16s%2Fg%2F11sf8vtzbs!19sChIJg3_TKXpByxQRXuBu6QQIWPQ?authuser=0&hl=tr&rclk=1
Özel Yıldızlar Anaokulu Başiskele,"Sahil, Güvenlik Cd. No:4, 41090 Başiskele/Kocaeli",0530 044 41 00,,http://www.basiskeleyildizlaranaokulu.com/,https://www.google.com/maps/place/KO-MEK+-+Kocaeli+B%C3%BCy%C3%BCk%C5%9Fehir+Belediyesi+Meslek+ve+Sanat+E%C4%9Fitimi+Kurslar%C4%B1/data=!4m7!3m6!1s0x14cb45632f7585c5:0x33e9526a93958110!8m2!3d40.759995!4d29.940366!16s%2Fg%2F1tg_6tym!19sChIJxYV1L2NFyxQREIGVk2pS6TM?authuser=0&hl=tr&rclk=1
Özel Yıldızlar Anaokulu Başiskele,"Sahil, Güvenlik Cd. No:4, 41090 Başiskele/Kocaeli",0530 044 41 00,,N/A,https://www.google.com/maps/place/%C3%96zel+Y%C4%B1ld%C4%B1zlar+Anaokulu+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45f2dc7611a7:0x81c777d76129da52!8m2!3d40.712186!4d29.9267355!16s%2Fg%2F11gh9q3lf1!19sChIJpxF23PJFyxQRUtopYdd3x4E?authuser=0&hl=tr&rclk=1
,"no:, Fatih, Eğitmen Sk. No:1, 41190 Başiskele/Kocaeli",(0262) 344 20 14,,http://yuvackortaokulu.meb.k12.tr/,https://www.google.com/maps/place/Kullar+Mustafa+Kemal+%C4%B0lkokulu/data=!4m7!3m6!1s0x14cb453c27f58163:0x9ffb4a78a2035d97!8m2!3d40.721409!4d29.997806!16s%2Fg%2F1tkjnqk5!19sChIJY4H1JzxFyxQRl10DonhK-58?authuser=0&hl=tr&rclk=1
Yuvacık İlkokul ve Ortaokulu,"no:, Fatih, Eğitmen Sk. No:1, 41190 Başiskele/Kocaeli",(0262) 344 20 14,,http://yuvackortaokulu.meb.k12.tr/,https://www.google.com/maps/place/%C4%B0zmit+S%C3%BCr%C3%BCc%C3%BC+Kurslar%C4%B1/data=!4m7!3m6!1s0x14cb4fb44b342df5:0x34ac1b502b146c06!8m2!3d40.7673373!4d29.9665586!16s%2Fg%2F11vtb8szcc!19sChIJ9S00S7RPyxQRBmwUK1AbrDQ?authuser=0&hl=tr&rclk=1
İZMİT İŞCAN SÜRÜCÜ KURSU,"Ömerağa, Akça Cami Cd. NO:20/1-4, 41100 İzmit/Kocaeli",0507 470 57 97,,N/A,https://www.google.com/maps/place/Yuvac%C4%B1k+%C4%B0lkokul+ve+Ortaokulu/data=!4m7!3m6!1s0x14cb51d68c8a4665:0xee70d365580cc532!8m2!3d40.6887396!4d29.9656155!16s%2Fg%2F1hc35nq95!19sChIJZUaKjNZRyxQRMsUMWGXTcO4?authuser=0&hl=tr&rclk=1
İZMİT İŞCAN SÜRÜCÜ KURSU,"Ömerağa, Akça Cami Cd. NO:20/1-4, 41100 İzmit/Kocaeli",0507 470 57 97,,N/A,https://www.google.com/maps/place/Akademi+Motosiklet/data=!4m7!3m6!1s0x14cb451b1a98d635:0x29b58eb24c0cb95a!8m2!3d40.7505014!4d29.948259!16s%2Fg%2F11w4fwy7ym!19sChIJNdaYGhtFyxQRWrkMTLKOtSk?authuser=0&hl=tr&rclk=1
İZMİT İŞCAN SÜRÜCÜ KURSU,"Ömerağa, Akça Cami Cd. NO:20/1-4, 41100 İzmit/Kocaeli",0507 470 57 97,,N/A,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+%C4%B0%C5%9ECAN+S%C3%9CR%C3%9CC%C3%9C+KURSU/data=!4m7!3m6!1s0x14cb457fe4ee6e79:0xa4cf53f8e1b8fe72!8m2!3d40.765493!4d29.928646!16s%2Fg%2F12hkm3z1_!19sChIJeW7u5H9FyxQRcv644fhTz6Q?authuser=0&hl=tr&rclk=1
Özel Birebir Bilim Kampüsü - İzmit Özel Dershane,"Yenişehir, Araç Sk. No:31, 41050 İzmit/Kocaeli",0542 782 36 41,,N/A,https://www.google.com/maps/place/Kocaeli+%C3%9Cniversitesi+Teknoloji+Fak%C3%BCltesi/data=!4m7!3m6!1s0x14cb4ef33844cccb:0x783e419b5d0539ef!8m2!3d40.8215372!4d29.9201908!16s%2Fg%2F113k6qb9z!19sChIJy8xEOPNOyxQR7zkFXZtBPng?authuser=0&hl=tr&rclk=1
Özel Birebir Bilim Kampüsü - İzmit Özel Dershane,"Yenişehir, Araç Sk. No:31, 41050 İzmit/Kocaeli",0542 782 36 41,,N/A,https://www.google.com/maps/place/%C5%9Eehit+Ozan+%C3%96zen+K%C4%B1z+Anadolu+%C4%B0mam+Hatip+Lisesi/data=!4m7!3m6!1s0x14cb44dcc8d7820f:0x6a7b6fb382c5d12b!8m2!3d40.7144399!4d29.9555792!16s%2Fg%2F11c54fzwsl!19sChIJD4LXyNxEyxQRK9HFgrNve2o?authuser=0&hl=tr&rclk=1
Özel Birebir Bilim Kampüsü - İzmit Özel Dershane,"Yenişehir, Araç Sk. No:31, 41050 İzmit/Kocaeli",0542 782 36 41,,N/A,https://www.google.com/maps/place/%C3%96zel+Birebir+Bilim+Kamp%C3%BCs%C3%BC+-+%C4%B0zmit+%C3%96zel+Dershane/data=!4m7!3m6!1s0x14cb4fe6ce1d007b:0xdf0660570ef16f12!8m2!3d40.7710557!4d29.9679633!16s%2Fg%2F11dfh_ghc6!19sChIJewAdzuZPyxQREm_xDldgBt8?authuser=0&hl=tr&rclk=1
Yeniköy Hayat İlkokulu,Yeniköy Merkez Mh. Harmanlık Cd. Pk:41275 Başiskele/kocaeli,(0262) 341 20 27,,http://yenikoyhayat.meb.k12.tr/,https://www.google.com/maps/place/Ba%C5%9Fiskele+Anadolu+Lisesi/data=!4m7!3m6!1s0x14cb4410191abd53:0x827384038ec2bbab!8m2!3d40.711455!4d29.8942831!16s%2Fg%2F11c3v6zh9r!19sChIJU70aGRBEyxQRq7vCjgOEc4I?authuser=0&hl=tr&rclk=1
Yeniköy Hayat İlkokulu,Yeniköy Merkez Mh. Harmanlık Cd. Pk:41275 Başiskele/kocaeli,(0262) 341 20 27,,http://yenikoyhayat.meb.k12.tr/,https://www.google.com/maps/place/%C3%96zel+Kalem+Kurs+Merkezi+Ba%C5%9Fiskele/data=!4m7!3m6!1s0x14cb45fd22915591:0x8937a63ce390a7ca!8m2!3d40.7100038!4d29.9291716!16s%2Fg%2F11lgxb1blf!19sChIJkVWRIv1FyxQRyqeQ4zymN4k?authuser=0&hl=tr&rclk=1
