Name,Address,Phone,Email,Website,Google Maps Link
Boğaziçi Butik Otel & Bungalov,"Soğuksu Mh., 41295 Kartepe/Kocaeli",(0262) 354 36 00,info@bogazicibutikotel.com,http://www.bogazicibutikotel.com/,https://www.google.com/maps/place/Markapart/data=!4m7!3m6!1s0x14cb4f0cc0f04d8f:0xbad7f1a2b29630df!8m2!3d40.7660968!4d29.9368733!16s%2Fg%2F11q1kgtnb3!19sChIJj03wwAxPyxQR3zCWsqLx17o?authuser=0&hl=tr&rclk=1
ÇINAR BUNGALOV KARTEPE,"Şirinsulhiye, Doğuş Cd. No:134, 41100 Kartepe/Kocaeli",0535 845 57 20,,N/A,https://www.google.com/maps/place/Kocaeli+Stargate+Hotel+-+%C4%B0zmit+Otel/data=!4m10!3m9!1s0x14cb388fa1fb4217:0x6d6e0da1a29c433d!5m2!4m1!1i2!8m2!3d40.7664777!4d29.7726314!16s%2Fg%2F1pp2tyhw2!19sChIJF0L7oY84yxQRPUOcoqENbm0?authuser=0&hl=tr&rclk=1
emexotel Kocaeli,"Sanayi, Ömer Türkçakal Blv. No:26, 41040 İzmit/Kocaeli",(0262) 335 48 40,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, react-dom@18.3.1, 8c4075d5481d476e945486754f783364@sentry.io, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, focus-within-polyfill@5.0.9, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 1eeb89147c984dc6bc3ffafd9e6cd089@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, lodash@4.17.21, react@18.3.1, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, core-js-bundle@3.2.1, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com",https://www.emexotel.com/,https://www.google.com/maps/place/Keskin%27in+Ba%C4%9F%C4%B1/data=!4m7!3m6!1s0x14cb4088b84f2f29:0x13baab6dc95c4809!8m2!3d40.6946766!4d29.8018303!16s%2Fg%2F11g8wd6whj!19sChIJKS9PuIhAyxQRCUhcyW2ruhM?authuser=0&hl=tr&rclk=1
Teksen Bungalow,"40.66497, 29.87635, Karadenizliler, 41950 Gölcük/Kocaeli",0535 747 16 90,,N/A,https://www.google.com/maps/place/%C3%87INAR+BUNGALOV+KARTEPE/data=!4m7!3m6!1s0x14cb5982f00b1bff:0x2e8fc7c044f6649c!8m2!3d40.7016064!4d30.103461!16s%2Fg%2F11vbf7b4_q!19sChIJ_xsL8IJZyxQRnGT2RMDHjy4?authuser=0&hl=tr&rclk=1
Gurme Gölevi,"Gölkay Park Spor Tesisi Marmara Region Tr, Radar Küme Evleri no 1, 41001",0532 151 98 66,,N/A,https://www.google.com/maps/place/emexotel+Kocaeli/data=!4m11!3m10!1s0x14cb456c1d6c27c3:0xfed742d1eb60b179!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7473916!4d29.9449444!16s%2Fg%2F12hm_3x97!19sChIJwydsHWxFyxQRebFg69FC1_4?authuser=0&hl=tr&rclk=1
Business Palas Otel,"Yenişehir, Şht. Er Güven Sk. No: 25, 41040 İzmit/Kocaeli",(0262) 322 59 59,,http://www.businesspalas.com/,https://www.google.com/maps/place/Teksen+Bungalow/data=!4m7!3m6!1s0x14cb41c6b3bd22f3:0x59beac4ef321e58c!8m2!3d40.6649766!4d29.8765072!16s%2Fg%2F11x5hzt00g!19sChIJ8yK9s8ZByxQRjOUh806svlk?authuser=0&hl=tr&rclk=1
Pasha Palas Hotel,"Yenişehir, Demokrasi Cd. No:23, 41200 İzmit/Kocaeli",(0262) 311 00 11,,http://www.pashapalas.com.tr/,https://www.google.com/maps/place/Gurme+G%C3%B6levi/data=!4m10!3m9!1s0x14cb45faf06e73f5:0xc93d4fc68e0613f9!5m2!4m1!1i2!8m2!3d40.769165!4d29.890973!16s%2Fg%2F11j540l5lc!19sChIJ9XNu8PpFyxQR-RMGjsZPPck?authuser=0&hl=tr&rclk=1
Seyridağ Bungalov,"Maşukiye, Manavgat Sk. no : 72, 41295 Kartepe/Kocaeli",0541 354 20 41,,https://www.seyridagbungalov.com/,https://www.google.com/maps/place/Efebey+Otel/data=!4m11!3m10!1s0x14cb4583e66488bf:0x8be3b806c4d7e828!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7624811!4d29.9231604!16s%2Fg%2F1tdsl_76!19sChIJv4hk5oNFyxQRKOjXxAa444s?authuser=0&hl=tr&rclk=1
Otel Bostancı,"Yenişehir, Araç Sk. No:13, 41100 İzmit/Kocaeli",0533 080 57 78,,N/A,https://www.google.com/maps/place/TEONA+OTEL/data=!4m10!3m9!1s0x14cb4ff3c2c24443:0x2888e4582fbc303c!5m2!4m1!1i2!8m2!3d40.7636205!4d29.9564824!16s%2Fg%2F1hc2d65tx!19sChIJQ0TCwvNPyxQRPDC8L1jkiCg?authuser=0&hl=tr&rclk=1
Yeşil Düş Vadisi Bungalow,"Dizdaroğlu Caddesi, Balaban, Subaşı Sk. No:36/A, 41250 Kartepe/Kocaeli",0533 597 52 30,"e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com, info@yesildusvadisi.com, core-js-bundle@3.2.1, c5095236fd2e4b8fae9ed6d73cdd81a3@sentry.wixpress.com, 0c52cb89aa4d4154857a1584b6701db6@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, cd64ba1f47df485bba2b0076c0dd3b25@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, 7025fe2ce4ed466a9751d9607bc63a44@sentry.wixpress.com, react-dom@18.3.1, a18507e8883842d8a1ba47257fee81ac@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, focus-within-polyfill@5.0.9, lodash@4.17.21, 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, react@18.3.1",https://www.yesildusvadisi.com/,https://www.google.com/maps/place/De%C4%9Firmenba%C5%9F%C4%B1+Butik+Otel+%7C+K%C4%B1r+D%C3%BC%C4%9F%C3%BCn%C3%BC+Salonu/data=!4m10!3m9!1s0x14cb416e3796b5c7:0xf325125f73264c31!5m2!4m1!1i2!8m2!3d40.6828188!4d29.8666298!16s%2Fg%2F1ptwdtzfd!19sChIJx7WWN25ByxQRMUwmc18SJfM?authuser=0&hl=tr&rclk=1
KILIÇHAN SUİT & APART’S KONAKLAMA&KOCAELİ-İZMİT,"Cedit, Hisar Gç. Sk. No:11/A, 41300 İzmit/Kocaeli",0541 431 41 04,,N/A,https://www.google.com/maps/place/Ye%C5%9Fil+D%C3%BC%C5%9F+Vadisi+Bungalow/data=!4m10!3m9!1s0x14cb59f095e4cf11:0x3f29abe23b4dcb0!5m2!4m1!1i2!8m2!3d40.68417!4d30.087796!16s%2Fg%2F11f5q7vx6n!19sChIJEc_klfBZyxQRsNy0I76a8gM?authuser=0&hl=tr&rclk=1
Pop Suit Bungalow,"Maşukiye Mahallesi, Mazbata Sokak, No:10, Maşukiye, Dış Kapı No:1E, 41295 Kartepe/Kocaeli",0538 402 13 88,,N/A,https://www.google.com/maps/place/KILI%C3%87HAN+SU%C4%B0T+%26+APART%E2%80%99S+KONAKLAMA%26KOCAEL%C4%B0-%C4%B0ZM%C4%B0T/data=!4m7!3m6!1s0x14cb4fc094ed9ee9:0xd193b659a93f02d!8m2!3d40.7664721!4d29.9341272!16s%2Fg%2F11fm_mhqrl!19sChIJ6Z7tlMBPyxQRLfCTmmU7GQ0?authuser=0&hl=tr&rclk=1
Rivada Hotel,"Istasyon Mahallesi, Köseköy, Ankara Cd. No:135, 41250 Kartepe/Kocaeli",(0262) 324 11 11,"info@rivadaotel.com, bootstrap-datepicker@1.9.0",http://www.rivadaotel.com/,https://www.google.com/maps/place/Business+Palas+Otel/data=!4m11!3m10!1s0x14cb4fd7c8c818f3:0x28f5320f0edb96cd!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.8624439!4d30.1944601!16s%2Fg%2F11cm_gnrzh!19sChIJ8xjIyNdPyxQRzZbbDg8y9Sg?authuser=0&hl=tr&rclk=1
Ali Çolak Dağ Evi,"Kozluk, 41200 Gölcük/Kocaeli",,,N/A,https://www.google.com/maps/place/Pop+Suit+Bungalow/data=!4m10!3m9!1s0x14cb59dbc23f6f07:0x42a79e63dced5e7f!5m2!4m1!1i2!8m2!3d40.7003421!4d30.1435188!16s%2Fg%2F11sdxl_rmk!19sChIJB28_wttZyxQRf17t3GOep0I?authuser=0&hl=tr&rclk=1
SEYR-İ TEPE DAĞ EVİ,"Kazandere, 41090 Başiskele/Kocaeli",0546 908 98 78,,N/A,https://www.google.com/maps/place/Ali+%C3%87olak+Da%C4%9F+Evi/data=!4m7!3m6!1s0x14cb451d4b265ae9:0x592b04773f780f7d!8m2!3d40.7625464!4d29.9118896!16s%2Fg%2F11vsn_gs57!19sChIJ6VomSx1FyxQRfQ94P3cEK1k?authuser=0&hl=tr&rclk=1
Paşadağ Evleri,"Fatih, Kutlu Sk. 1 G, 41190 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/SEYR-%C4%B0+TEPE+DA%C4%9E+EV%C4%B0/data=!4m7!3m6!1s0x14cb43e6c5cb04af:0xea3942e849735515!8m2!3d40.6193082!4d29.9538523!16s%2Fg%2F11t6ww1rpv!19sChIJrwTLxeZDyxQRFVVzSehCOeo?authuser=0&hl=tr&rclk=1
Askoroz Otel İzmit,"Yeşilova, Saltanat Sk. no:20, 41060 İzmit/Kocaeli",0542 578 74 41,,N/A,https://www.google.com/maps/place/Work+%26+Home+Hotel+Suites/data=!4m10!3m9!1s0x14cb504ff0a8fc01:0xe2cf9945ee007a65!5m2!4m1!1i2!8m2!3d40.7713822!4d30.0077845!16s%2Fg%2F11cm_gt_8r!19sChIJAfyo8E9QyxQRZXoA7kWZz-I?authuser=0&hl=tr&rclk=1
Grand ala otel konukevi,"Mehmetalipaşa mah, Zincirlikuyu Cd. No:62, 41050 İzmit/Kocaeli",0533 282 61 73,,https://grandalaotel.com/,https://www.google.com/maps/place/Pa%C5%9Fada%C4%9F+Evleri/data=!4m7!3m6!1s0x14cb5b359401d64d:0xe2bd35f34911181f!8m2!3d40.6973998!4d29.9779038!16s%2Fg%2F11c15c37kw!19sChIJTdYBlDVbyxQRHxgRSfM1veI?authuser=0&hl=tr&rclk=1
SUA Bungalov,"Suadiye, Kozlu Sok No:31, 41170 Kartepe/Kocaeli",0536 793 12 62,,https://www.suabungalov.com/,https://www.google.com/maps/place/Askoroz+Otel+%C4%B0zmit/data=!4m11!3m10!1s0x14cb512d168f4f1b:0x364b0ef93439cd2f!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7918603!4d29.9785104!16s%2Fg%2F11wp96m6jc!19sChIJG0-PFi1RyxQRL805NPkOSzY?authuser=0&hl=tr&rclk=1
ÖZGÜR OTEL İZMİT,"Kemalpaşa, Yavuz Sk. NO:16/1, 41001 İzmit/Kocaeli",(0262) 321 73 90,,http://ozgurotel.com.tr/,https://www.google.com/maps/place/Pasha+Palas+Hotel/data=!4m11!3m10!1s0x14cb4ff01387be09:0xe5da83d04ef2203b!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7628734!4d29.9638238!16s%2Fg%2F1tfx73mr!19sChIJCb6HE_BPyxQROyDyTtCD2uU?authuser=0&hl=tr&rclk=1
Donanma Otel,"Merkez Mh.Donanma Cd. 1, Nolu Sk No:9, 41650 Gölcük/Kocaeli",0532 658 81 10,intl-tel-input-flags@2x.png,https://donanmaotel.com/,https://www.google.com/maps/place/Grand+ala+otel+konukevi/data=!4m11!3m10!1s0x14cb4f44dab4836d:0xa5da255743ea22b3!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7689052!4d29.9514455!16s%2Fg%2F11tg5n_d10!19sChIJbYO02kRPyxQRsyLqQ1cl2qU?authuser=0&hl=tr&rclk=1
Baltürk House Hotel | Kocaeli,"Yenişehir, Feyzullah İzmidi Cd. No:39, 41050 İzmit/Kocaeli",(0262) 311 63 11,"8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com, react-dom@18.3.1, info@balturkhousehotel.com, 8c4075d5481d476e945486754f783364@sentry.io, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, focus-within-polyfill@5.0.9, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, react@18.3.1, lodash@4.17.21, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, core-js-bundle@3.2.1",http://www.balturkhousehotel.com/,https://www.google.com/maps/place/Donanma+Otel/data=!4m10!3m9!1s0x14cb416e10277099:0x3646c176d2fb93f8!5m2!4m1!1i2!8m2!3d40.7211125!4d29.8193568!16s%2Fg%2F11lf_l4b6f!19sChIJmXAnEG5ByxQR-JP70nbBRjY?authuser=0&hl=tr&rclk=1
Lux Garden & Bungalov,"Suadiye, 41320 Kartepe/Kocaeli",,,N/A,https://www.google.com/maps/place/The+Sign+Kocaeli+Thermal+Spa+Hotel+%26+Convention+Center/data=!4m10!3m9!1s0x14cb43ffcb45c64f:0x69ee850e61fdbf11!5m2!4m1!1i2!8m2!3d40.7025961!4d29.8826693!16s%2Fg%2F11b77swd3c!19sChIJT8ZFy_9DyxQREb_9YQ6F7mk?authuser=0&hl=tr&rclk=1
Kartepe Park Hotel,"Körfez Mah, Derbent, Ömer Yalçın Cd. No:25, 41080 Kartepe/Kocaeli",(0262) 353 43 71,onburo@kartepeparkotel.com.tr,http://www.kartepeparkotel.com.tr/,https://www.google.com/maps/place/Lux+Garden+%26+Bungalov/data=!4m7!3m6!1s0x14cb59f5b79cb0bf:0xce4fb9b6d0d6b6d3!8m2!3d40.7022607!4d30.0699251!16s%2Fg%2F11shsyrlp9!19sChIJv7Cct_VZyxQR07bW0La5T84?authuser=0&hl=tr&rclk=1
Koreana Otel,"Yahyakaptan, Sami Sk. No:9, 41000 İzmit/Kocaeli",(0262) 311 51 30,koreanaotell@gmail.com,https://www.koreanaotel.com/,https://www.google.com/maps/place/Kartepe+Park+Hotel/data=!4m11!3m10!1s0x14cb59d07c9ce807:0x845fa9175e36b81!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7088268!4d30.1014948!16s%2Fg%2F11gzxy9ph!19sChIJB-icfNBZyxQRgWvjdZH6RQg?authuser=0&hl=tr&rclk=1
Ozgur Hotel,"Doğan, 2. Sk. No.: 16, 41100 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Kocaeli+Konaklama+-+Kocaeli+%C4%B0%C5%9F%C3%A7i+Pansiyonu/data=!4m11!3m10!1s0x14cb4fb9ba6f5cc5:0x527a875c6b180dc6!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.787286!4d29.946773!16s%2Fg%2F12qfdx04t!19sChIJxVxvurlPyxQRxg0Ya1yHelI?authuser=0&hl=tr&rclk=1
Yuvacik Doğa Evleri,"Paşadağ, 41190 Başiskele/Kocaeli",,,https://www.sahibinden.com/satilik-daire/kocaeli-basiskele-yuvacik-pasadag-mh./yuvacik-doga-evleri?a103651=1139073,https://www.google.com/maps/place/Koreana+Otel/data=!4m11!3m10!1s0x14cb4fe0bc5cbfd3:0x7f9e15804eae2cd2!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.772058!4d29.969891!16s%2Fg%2F11cm_hvjqm!19sChIJ079cvOBPyxQR0iyuToAVnn8?authuser=0&hl=tr&rclk=1
One Blood Hotel,"Erenler, Turan Güneş Cd. No:239/A, 41060 İzmit/Kocaeli",(0262) 331 34 00,,N/A,https://www.google.com/maps/place/Ozgur+Hotel/data=!4m11!3m10!1s0x14cb460c90e7caf7:0xde1cad8554a01cc8!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7641802!4d29.874696!16s%2Fg%2F11nnv_7wl0!19sChIJ98rnkAxGyxQRyBygVIWtHN4?authuser=0&hl=tr&rclk=1
Asya Otel,"Kemalpaşa, Şahabettin Bilgisu Cd. No:135, 41200 İzmit/Kocaeli",(0262) 321 68 17,,N/A,https://www.google.com/maps/place/Yuvacik+Do%C4%9Fa+Evleri/data=!4m7!3m6!1s0x14cb4514b66bf63b:0x90f407c6fe3a3b51!8m2!3d40.7087008!4d29.9697176!16s%2Fg%2F11h7kp_ycs!19sChIJO_ZrthRFyxQRUTs6_sYH9JA?authuser=0&hl=tr&rclk=1
HAT NATUREL RESORT SAPANCA,"Nailiye, MAHALLE SK No:4 NO:6, 54600 Sapanca/Sakarya",0533 917 54 24,,http://www.hatnaturel.com.tr/,https://www.google.com/maps/place/One+Blood+Hotel/data=!4m10!3m9!1s0x14cb4fe12162470f:0x6c4052d68812dbc7!5m2!4m1!1i2!8m2!3d40.7710856!4d29.9482342!16s%2Fg%2F11hf3pnd_4!19sChIJD0diIeFPyxQRx9sSiNZSQGw?authuser=0&hl=tr&rclk=1
KARA DAĞ EVİ,"Kazandere, Kazandere Köyü İç Yolu, 41090 Başiskele/Kocaeli",0532 657 56 18,,N/A,https://www.google.com/maps/place/HAT+NATUREL+RESORT+SAPANCA/data=!4m10!3m9!1s0x14cca56f6cd2f859:0xbce7f150e8540274!5m2!4m1!1i2!8m2!3d40.6685012!4d30.2651582!16s%2Fg%2F11kpzr2rp4!19sChIJWfjSbG-lzBQRdAJU6FDx57w?authuser=0&hl=tr&rclk=1
Doğanın Kalbi Dağ Evleri,"Pazarçayırı, Karpuzdere mevkii küme evleri no:9, 41250 Kartepe/Kocaeli",0539 862 08 41,,N/A,https://www.google.com/maps/place/Askoroz+Otel+%C4%B0zmit/data=!4m10!3m9!1s0x14cb512d168f4f1b:0x364b0ef93439cd2f!5m2!4m1!1i2!8m2!3d40.7918603!4d29.9785104!16s%2Fg%2F11wp96m6jc!19sChIJG0-PFi1RyxQRL805NPkOSzY?authuser=0&hl=tr&rclk=1
Tryp by Wyndham İzmit,"Körfez, Liman Cd. No:88, 41090 Başiskele/Kocaeli",(0262) 343 50 50,accessibility@wyndham.com,https://www.wyndhamhotels.com/tr-tr/tryp/kocaeli-turkey/tryp-by-wyndham-izmit/overview,https://www.google.com/maps/place/KARA+DA%C4%9E+EV%C4%B0/data=!4m7!3m6!1s0x14cb42970bca251d:0xe128af23fa8dcdbc!8m2!3d40.6228257!4d29.9478339!16s%2Fg%2F11dfj9zdrs!19sChIJHSXKC5dCyxQRvM2N-iOvKOE?authuser=0&hl=tr&rclk=1
Tatil Keyfi Bungalov,"Tatil Keyfi Bungalov, Maşukiye, Sapanca Yolu Cd., 41295 Kartepe/Kocaeli",0507 313 14 00,,N/A,https://www.google.com/maps/place/Tryp+by+Wyndham+%C4%B0zmit/data=!4m11!3m10!1s0x14cb445d05f92abf:0x6ea1db86f01f410e!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7148702!4d29.9187519!16s%2Fg%2F11f66tb0t6!19sChIJvyr5BV1EyxQRDkEf8IbboW4?authuser=0&hl=tr&rclk=1
İzmit Saray Otel,"Kemalpaşa, 2. Sk. No:8, 41100 İzmit/Kocaeli",(0262) 332 17 17,"info@izmitsarayotel.com, info@2035themes.com",http://www.izmitsarayotel.com/,https://www.google.com/maps/place/Faha+Bah%C3%A7e+Bungalov/data=!4m7!3m6!1s0x14cb5beee2201aeb:0xce818142d6f9db37!8m2!3d40.6975093!4d30.0556876!16s%2Fg%2F11kq13nslh!19sChIJ6xog4u5byxQRN9v51kKBgc4?authuser=0&hl=tr&rclk=1
Lake Sapanca Breathtaking Private Villa Retreat,"Yeni mahalle, kamp yolu sokak, 41170 İzmit/41",443336666111,,N/A,https://www.google.com/maps/place/%C4%B0zmit+Saray+Otel/data=!4m11!3m10!1s0x14cb4583dd83ed15:0x3bc69f841f68bb27!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7622024!4d29.9235507!16s%2Fg%2F1tf0sv96!19sChIJFe2D3YNFyxQRJ7toH4Sfxjs?authuser=0&hl=tr&rclk=1
selçuk neşat kılıç dağ evi,"Servetiye Cami, 41090 Başiskele/Kocaeli",0532 727 58 50,,N/A,https://www.google.com/maps/place/Tryp+by+Wyndham+%C4%B0zmit/data=!4m10!3m9!1s0x14cb445d05f92abf:0x6ea1db86f01f410e!5m2!4m1!1i2!8m2!3d40.7148702!4d29.9187519!16s%2Fg%2F11f66tb0t6!19sChIJvyr5BV1EyxQRDkEf8IbboW4?authuser=0&hl=tr&rclk=1
Otel Altınnal,"Ömerağa, Alemdar Cd. No:11/B, 41040 İzmit/Kocaeli",(0262) 321 54 72,,https://www.hotelaltinnal.com/,https://www.google.com/maps/place/Lake+Sapanca+Breathtaking+Private+Villa+Retreat/data=!4m10!3m9!1s0x14cb4f88ed2ad023:0xc2c763afa5f4328d!5m2!4m1!1i2!8m2!3d40.765441!4d29.940809!16s%2Fg%2F11mdj00jdb!19sChIJI9Aq7YhPyxQRjTL0pa9jx8I?authuser=0&hl=tr&rclk=1
Çenedağ Hotel,"Ömerağa Fethiye Caddesi, Ömerağa, Halkevi Meydanı No:6, 41300 İzmit/Kocaeli",(0262) 325 01 12,,N/A,https://www.google.com/maps/place/Otel+Alt%C4%B1nnal/data=!4m10!3m9!1s0x14cb4f0743be60f5:0x92597252927cc656!5m2!4m1!1i2!8m2!3d40.7628107!4d29.9286293!16s%2Fg%2F1tl5ckfg!19sChIJ9WC-QwdPyxQRVsZ8klJyWZI?authuser=0&hl=tr&rclk=1
Sessiz Ev Ciftlik Hotel,"Balaban, Dizdaroğlu Cd. No:14, 41000 Kartepe/Kocaeli",(0262) 353 33 13,,N/A,https://www.google.com/maps/place/%C3%87eneda%C4%9F+Hotel/data=!4m11!3m10!1s0x14cb4581b64ebb73:0x8c6747d765549d0b!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.7624442!4d29.9264651!16s%2Fg%2F1tsgz19v!19sChIJc7tOtoFFyxQRC51UZddHZ4w?authuser=0&hl=tr&rclk=1
Tramvay Pansiyon,"Ömerağa, Şahabettin Bilgisu Cd. No : 90, 41100 İzmit/Kocaeli",0531 678 14 30,tramvaypansiyon@gmail.com,http://www.tramvaypansiyon.com/,https://www.google.com/maps/place/Gurme+G%C3%B6levi/data=!4m11!3m10!1s0x14cb45faf06e73f5:0xc93d4fc68e0613f9!5m3!1s2025-08-14!4m1!1i2!8m2!3d40.769165!4d29.890973!16s%2Fg%2F11j540l5lc!19sChIJ9XNu8PpFyxQR-RMGjsZPPck?authuser=0&hl=tr&rclk=1
