Name,Address,Phone,Email,Website,Google Maps Link
Ekin Teknik,"Ömerağa, Akça Cami Cd., 41300 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/TEKA+ANKASTRE+EVYE+Montaj+USTASI+Yedek+Par%C3%A7a+YETK%C4%B0L%C4%B0+SERV%C4%B0S+FRANCE+EVYE+%C3%9CCRETL%C4%B0/data=!4m7!3m6!1s0x14cb4f8fab131c45:0x501415e71181d15a!8m2!3d40.7688461!4d29.9421393!16s%2Fg%2F11h9wkgb1t!19sChIJRRwTq49PyxQRWtGBEecVFFA?authuser=0&hl=tr&rclk=1
ON OFF İKLİMLENDİRME,"M. Alipaşa, Ergün Sk. No:4 D:B, 41001 İzmit/Kocaeli",0552 587 04 25,,N/A,https://www.google.com/maps/place/%C4%B0zmit+Klima+Center/data=!4m7!3m6!1s0x14cb4f8dcd8344df:0x7d032cae684bbe6!8m2!3d40.768147!4d29.9459402!16s%2Fg%2F11b7y7q8rc!19sChIJ30SDzY1PyxQR5ruE5soy0Ac?authuser=0&hl=tr&rclk=1
Mimasis Bilgisayar,"Tepecik, İnönü Cd. No:114, 41200 İzmit/Kocaeli",(0262) 331 00 10,,N/A,https://www.google.com/maps/place/Ekin+Teknik/data=!4m7!3m6!1s0x14cb457ffbedace1:0x2949cd542342ae53!8m2!3d40.7656587!4d29.9282331!16s%2Fg%2F11ffl__tdm!19sChIJ4azt-39FyxQRU65CI1TNSSk?authuser=0&hl=tr&rclk=1
Gsm Teknik Servis,"Ömerağa, belsa plaza Giriş kat a blok no 13, 41200 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/ON+OFF+%C4%B0KL%C4%B0MLEND%C4%B0RME/data=!4m7!3m6!1s0x14cb4fef4c489c0d:0x5c58f4eea2976291!8m2!3d40.7700628!4d29.9511853!16s%2Fg%2F11wnp1wy7h!19sChIJDZxITO9PyxQRkWKXou70WFw?authuser=0&hl=tr&rclk=1
Kuzenler iletişim,"Turangunes cad. No :264, 41050 İzmit",0532 605 16 74,,N/A,https://www.google.com/maps/place/Mimasis+Bilgisayar/data=!4m7!3m6!1s0x14cb4580018cdff5:0x5f7f54449ffac01e!8m2!3d40.7653903!4d29.9244239!16s%2Fg%2F1td1y8sx!19sChIJ9d-MAYBFyxQRHsD6n0RUf18?authuser=0&hl=tr&rclk=1
UNO Bilgisayar,"Yahyakaptan, Akasyalar Cd., 41050 İzmit/Kocaeli",0541 254 41 41,,http://instagram.com/unobilgisayar,https://www.google.com/maps/place/Gsm+Teknik+Servis/data=!4m7!3m6!1s0x14cb4feefdf0d887:0x3de768282ede1130!8m2!3d40.7653954!4d29.9298518!16s%2Fg%2F11rctxknd1!19sChIJh9jw_e5PyxQRMBHeLiho5z0?authuser=0&hl=tr&rclk=1
MediaMarkt 41 Burda AVM,"Burda AVM, Sanayi, Ömer Türkçakal Blv. No:7 41, 41040 İzmit/Kocaeli",0850 222 1500,"contact@mediamarkt.tr, musterihizmetleri@mediamarkt.com.tr, u002Fab050ccc787b46f295a388d53643164f@o1040326.ingest.sentry.io","https://www.mediamarkt.com.tr/mcs/marketinfo/_Media-Markt-%C4%B0zmit-41-Burda-AVM,225052,-14.html",https://www.google.com/maps/place/Kuzenler+ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb4feb85d06e5d:0xa824ae55d636c5c6!8m2!3d40.7724946!4d29.9551698!16s%2Fg%2F11c3swlg4t!19sChIJXW7QhetPyxQRxsU21lWuJKg?authuser=0&hl=tr&rclk=1
MediaMarkt 41 Burda AVM,"Burda AVM, Sanayi, Ömer Türkçakal Blv. No:7 41, 41040 İzmit/Kocaeli",0850 222 1500,"contact@mediamarkt.tr, musterihizmetleri@mediamarkt.com.tr, u002Fab050ccc787b46f295a388d53643164f@o1040326.ingest.sentry.io","https://www.mediamarkt.com.tr/mcs/marketinfo/_Media-Markt-%C4%B0zmit-41-Burda-AVM,225052,-14.html",https://www.google.com/maps/place/UNO+Bilgisayar/data=!4m7!3m6!1s0x14cb516ccfadef9b:0xfed5ccfa9247f566!8m2!3d40.7614312!4d29.9759326!16s%2Fg%2F11rh_4sl16!19sChIJm--tz2xRyxQRZvVHkvrM1f4?authuser=0&hl=tr&rclk=1
Franke Yetkili Servis Kocaeli,"Kadıköy, Bahri Çakır Sk. No:14/A, 41050 İzmit/Kocaeli",(0262) 745 28 94,,N/A,https://www.google.com/maps/place/MediaMarkt+41+Burda+AVM/data=!4m7!3m6!1s0x14cb454f208445fd:0x12090a1480798cdf!8m2!3d40.756701!4d29.9465193!16s%2Fg%2F11spvwqsbn!19sChIJ_UWEIE9FyxQR34x5gBQKCRI?authuser=0&hl=tr&rclk=1
BELSA PLAZA Anatolia Bilgisayar Satış ve Servis Hizmetleri,"ömerağa mahallesi abdurrahman yüksel caddesi belsa plaza iş merkezi, ömerağa mh. belsa plaza iş merkezi k1 no:148 izmit/kocaeli, Belsa plaza iş merkezi k1 no 148-149 izmit merkez, belsa plaza kat 2 no 148, 41200 İZMİT/Kocaeli",(0262) 323 63 06,,N/A,https://www.google.com/maps/place/Gen%C3%A7ler+Elektronik/data=!4m7!3m6!1s0x14cb4f80d53f3387:0x8bea0f0add65bc77!8m2!3d40.7669501!4d29.933963!16s%2Fg%2F1tgtzp01!19sChIJhzM_1YBPyxQRd7xl3QoP6os?authuser=0&hl=tr&rclk=1
Körfez Beyaz Eşya Servisi,"Kadıköy, Kanuni Sultan Sok:No:55 D:A, 41050 İzmit/Kocaeli",0532 790 61 00,,N/A,https://www.google.com/maps/place/Franke+Yetkili+Servis+Kocaeli/data=!4m7!3m6!1s0x14cac9bd85c93de7:0x67b7b6645a140d15!8m2!3d40.7699376!4d29.9489126!16s%2Fg%2F11g21rzxj6!19sChIJ5z3Jhb3JyhQRFQ0UWmS2t2c?authuser=0&hl=tr&rclk=1
Mirkelam Teknik Servis,"Yenişehir, Turan Güneş Cd. NO:272, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/BELSA+PLAZA+Anatolia+Bilgisayar+Sat%C4%B1%C5%9F+ve+Servis+Hizmetleri/data=!4m7!3m6!1s0x14cb45f3163188a3:0x70c2c9f81757b0e1!8m2!3d40.7649696!4d29.9292946!16s%2Fg%2F1hc3nt0d3!19sChIJo4gxFvNFyxQR4bBXF_jJwnA?authuser=0&hl=tr&rclk=1
MEGACEP İZMİT 2 EL TELEFON ALIM SATIM İZMİT TEKNİK SERVİS İZMİT İKİNCİ EL TELEFON İPHONE SAMSUNG OPPO HUAWEİ,"Ömerağa, Akça Cami Cd. 11/D, 41100 İzmit/Kocaeli",0532 461 99 41,,N/A,https://www.google.com/maps/place/K%C3%B6rfez+Beyaz+E%C5%9Fya+Servisi/data=!4m7!3m6!1s0x14cb4f92a023ab15:0x8469a5c83d92d122!8m2!3d40.7692664!4d29.9495133!16s%2Fg%2F11t2b3dm_z!19sChIJFasjoJJPyxQRItGSPcilaYQ?authuser=0&hl=tr&rclk=1
HAS YAPI ISITMA VE SOĞUTMA SİSTEMLERİ,"M. Alipaşa, Gazi Erdoğan Gürkan Cd. No:29, 41100 İzmit/Kocaeli",0542 226 16 86,bilgi@hasyapiproje.com,http://hasyapiproje.com/,https://www.google.com/maps/place/Mirkelam+Teknik+Servis/data=!4m7!3m6!1s0x14cb4fe9658b255d:0x41c941a6cb4524bf!8m2!3d40.7730782!4d29.9574172!16s%2Fg%2F11fsn3899c!19sChIJXSWLZelPyxQRvyRFy6ZByUE?authuser=0&hl=tr&rclk=1
dedektörler dünyası izmit,"mehmet ali paşa mahallesi bağdat caddesi, Sabit Barış Sk. No:4 D:A, 41001 İzmit/Kocaeli",0538 370 01 18,dedektorlerdunyasi@gmail.com,https://www.dedektorlerdunyasi.com/,https://www.google.com/maps/place/MEGACEP+%C4%B0ZM%C4%B0T+2+EL+TELEFON+ALIM+SATIM+%C4%B0ZM%C4%B0T+TEKN%C4%B0K+SERV%C4%B0S+%C4%B0ZM%C4%B0T+%C4%B0K%C4%B0NC%C4%B0+EL+TELEFON+%C4%B0PHONE+SAMSUNG+OPPO+HUAWE%C4%B0/data=!4m7!3m6!1s0x14cb454c65ad215d:0x648452a7ffa0730a!8m2!3d40.7656328!4d29.9285195!16s%2Fg%2F11pvsdbyc9!19sChIJXSGtZUxFyxQRCnOg_6dShGQ?authuser=0&hl=tr&rclk=1
dedektörler dünyası izmit,"mehmet ali paşa mahallesi bağdat caddesi, Sabit Barış Sk. No:4 D:A, 41001 İzmit/Kocaeli",0538 370 01 18,dedektorlerdunyasi@gmail.com,https://www.dedektorlerdunyasi.com/,https://www.google.com/maps/place/HAS+YAPI+ISITMA+VE+SO%C4%9EUTMA+S%C4%B0STEMLER%C4%B0/data=!4m7!3m6!1s0x14cb4f8a494bcd8f:0x69504abf6257737f!8m2!3d40.770283!4d29.950542!16s%2Fg%2F11pd35rb9p!19sChIJj81LSYpPyxQRf3NXYr9KUGk?authuser=0&hl=tr&rclk=1
Elektrik Ustası Kocaeli,"Gündoğdu, Müftüoğlu Sk., 41050 İzmit/Kocaeli",0544 488 01 72,,N/A,https://www.google.com/maps/place/dedekt%C3%B6rler+d%C3%BCnyas%C4%B1+izmit/data=!4m7!3m6!1s0x14cb4ff23c25ff99:0x130be1d803cd0dfa!8m2!3d40.7657376!4d29.9540992!16s%2Fg%2F11h5s0vc3s!19sChIJmf8lPPJPyxQR-g3NA9jhCxM?authuser=0&hl=tr&rclk=1
Vestel İzmit Ömerağa Yetkili Satış Mağazası - Recai DTM,"Ömerağa, İstiklal Cd. No:90/b, 41300 İzmit/Kocaeli",(0262) 321 39 92,vmh@vestel.com.tr,https://www.vestel.com.tr/,https://www.google.com/maps/place/Merteller+Klima/data=!4m7!3m6!1s0x14cb456eb1ebfbf7:0x542bd0ed90baec95!8m2!3d40.7553736!4d29.9574536!16s%2Fg%2F11h1kc0jw5!19sChIJ9_vrsW5FyxQRley6kO3QK1Q?authuser=0&hl=tr&rclk=1
Teka Kocaeli Ankastre ve Eviye,"Kadıköy, Turan Güneş Cd. No:124, 41060 İzmit/Kocaeli",0541 223 73 53,"intersection-observer-polyfill@0.1.0, ipekmutfaktasarim@gmail.com",http://etekaankastre.com/,https://www.google.com/maps/place/Elektrik+Ustas%C4%B1+Kocaeli/data=!4m7!3m6!1s0x14cb4fa18b755343:0x3fb5e0a6c7b59884!8m2!3d40.7910737!4d29.956428!16s%2Fg%2F11fn6ss669!19sChIJQ1N1i6FPyxQRhJi1x6bgtT8?authuser=0&hl=tr&rclk=1
Teka Kocaeli Ankastre ve Eviye,"Kadıköy, Turan Güneş Cd. No:124, 41060 İzmit/Kocaeli",0541 223 73 53,"intersection-observer-polyfill@0.1.0, ipekmutfaktasarim@gmail.com",http://etekaankastre.com/,https://www.google.com/maps/place/Vestel+%C4%B0zmit+%C3%96mera%C4%9Fa+Yetkili+Sat%C4%B1%C5%9F+Ma%C4%9Fazas%C4%B1+-+Recai+DTM/data=!4m7!3m6!1s0x14cb4581ca354681:0xba2ec0684aae5185!8m2!3d40.7638567!4d29.9266143!16s%2Fg%2F11fy_dn2c_!19sChIJgUY1yoFFyxQRhVGuSmjALro?authuser=0&hl=tr&rclk=1
KOCAELİ KOMBİ KLİMA SERVİSİ Has Teknik,"Çukurbağ, Veli Baba Sk. No:28 D:B, 41300 İzmit/Kocaeli",0535 675 04 04,,https://www.facebook.com/share/1ARHCp89cE/,https://www.google.com/maps/place/Teka+Kocaeli+Ankastre+ve+Eviye/data=!4m7!3m6!1s0x14cb4f8faa4824b9:0xffbc0118fa54f24d!8m2!3d40.7688317!4d29.9421617!16s%2Fg%2F11dxs3z086!19sChIJuSRIqo9PyxQRTfJU-hgBvP8?authuser=0&hl=tr&rclk=1
Vestel İzmit M.Alipaşa Yetkili Satış Mağazası - Penta DTM,"M. Alipaşa, Zincirlikuyu Cd. No:7, 41050 İzmit/Kocaeli",(0262) 325 50 00,vmh@vestel.com.tr,https://www.vestel.com.tr/,"https://www.google.com/maps/place/Burak+Elektronik+Kartepe+%C4%B0zmit+Kocaeli+Uydu+,+G%C3%BCvenlik+,+%C3%87anak+Montaj+ve+Servisi/data=!4m7!3m6!1s0x14cb5b15e13126a9:0x329fa85ca90d9073!8m2!3d40.7392174!4d30.0041024!16s%2Fg%2F11rhxmjn4c!19sChIJqSYx4RVbyxQRc5ANqVyonzI?authuser=0&hl=tr&rclk=1"
Ecs Elektronik,"Sanayi, Kumluk Sk. No:32, 41040 İzmit/Kocaeli",(0262) 335 51 51,,N/A,https://www.google.com/maps/place/KOCAEL%C4%B0+KOMB%C4%B0+KL%C4%B0MA+SERV%C4%B0S%C4%B0+Has+Teknik/data=!4m7!3m6!1s0x14cb4f80469505f5:0x60578490a9a17433!8m2!3d40.7670582!4d29.9294893!16s%2Fg%2F11c76078xk!19sChIJ9QWVRoBPyxQRM3ShqZCEV2A?authuser=0&hl=tr&rclk=1
BORAN ELEKTRİK,"Ömerağa, Cemil Karakadılar Cd. No:15, 41000 İzmit/Kocaeli",0507 788 77 37,,http://www.boranelektrik.com/,https://www.google.com/maps/place/Vestel+%C4%B0zmit+M.Alipa%C5%9Fa+Yetkili+Sat%C4%B1%C5%9F+Ma%C4%9Fazas%C4%B1+-+Penta+DTM/data=!4m7!3m6!1s0x14cb4fecd2b79f11:0xdb6e3e1238ee83fc!8m2!3d40.7715807!4d29.9508924!16s%2Fg%2F11gbl35w2p!19sChIJEZ-30uxPyxQR_IPuOBI-bts?authuser=0&hl=tr&rclk=1
SAMSUNG 41 BURDA AVM,"Sanayi, Ömer Türkçakal Blv. No:7 No:7, 41000 İzmit/Kocaeli",(0262) 290 89 83,ozler@ozlerticaret.com.tr,http://www.ozlerticaret.com.tr/,https://www.google.com/maps/place/Ecs+Elektronik/data=!4m7!3m6!1s0x14cb457d2790d687:0xf74a33bef10a43de!8m2!3d40.752359!4d29.9531822!16s%2Fg%2F1tdhwfzf!19sChIJh9aQJ31FyxQR3kMK8b4zSvc?authuser=0&hl=tr&rclk=1
Cep park iletişim,"Ömerağa, Naci Girgin Sk. no:11/A, 41050 İzmit/Kocaeli",0534 933 23 03,,N/A,https://www.google.com/maps/place/BORAN+ELEKTR%C4%B0K/data=!4m7!3m6!1s0x14cb45b7d7a6c3f9:0x1e4a5984d7026a63!8m2!3d40.7632044!4d29.9296687!16s%2Fg%2F11lh2wj27d!19sChIJ-cOm17dFyxQRY2oC14RZSh4?authuser=0&hl=tr&rclk=1
TEKNİKCELL,"Ömerağa Mahallesi Alemdar Caddesi Belsaplaza Zemin Kat No:72, 41100 İzmit/Kocaeli",0542 425 87 80,,N/A,https://www.google.com/maps/place/SAMSUNG+41+BURDA+AVM/data=!4m7!3m6!1s0x14cb4561246d7555:0x5ff1cf68dae78c04!8m2!3d40.7564857!4d29.9473137!16s%2Fg%2F11c1wycckz!19sChIJVXVtJGFFyxQRBIzn2mjP8V8?authuser=0&hl=tr&rclk=1
Mai Elektronik,"Çarşı Yapı, Sanayi, Kozalı Cd. No: 10 Sitesi B15 Blok, 41040 İzmit/Kocaeli",(0262) 349 55 00,info@maielektronik.com,http://www.maielektronik.com/,https://www.google.com/maps/place/Cep+park+ileti%C5%9Fim/data=!4m7!3m6!1s0x14cb454dde6b6dd1:0x9dd17d1e81507e9c!8m2!3d40.7626977!4d29.9278561!16s%2Fg%2F11fm_72q10!19sChIJ0W1r3k1FyxQRnH5QgR590Z0?authuser=0&hl=tr&rclk=1
Sirius Elektronik Uydu Anten ve Kamera Servisi İzmit Kocaeli,"Yeşilova, Yeşilova Cd., 41060 İzmit/Kocaeli",0537 684 43 06,,http://www.facebook.com/SiriusElektronik,https://www.google.com/maps/place/TEKN%C4%B0KCELL/data=!4m7!3m6!1s0x14cb45ba75f04a9d:0x223acb7d6bd9092e!8m2!3d40.7646397!4d29.9290412!16s%2Fg%2F11ry7n82_w!19sChIJnUrwdbpFyxQRLgnZa33LOiI?authuser=0&hl=tr&rclk=1
"NoteFix l Bilgisayar, Cep Telefonu ve Tablet Tamir Servisi","Ömerağa Mah. Alemdar Cad. Soydan İş Merkezi No:34/73, 41300 İzmit/Kocaeli",0555 448 72 12,info@notefix.com.tr,https://www.notefix.com.tr/,https://www.google.com/maps/place/Mai+Elektronik/data=!4m7!3m6!1s0x14cb455e8e50ffb3:0xbadd3e14b54db5ac!8m2!3d40.7536516!4d29.954273!16s%2Fg%2F11j8lz67h4!19sChIJs_9Qjl5FyxQRrLVNtRQ-3bo?authuser=0&hl=tr&rclk=1
"NoteFix l Bilgisayar, Cep Telefonu ve Tablet Tamir Servisi","Ömerağa Mah. Alemdar Cad. Soydan İş Merkezi No:34/73, 41300 İzmit/Kocaeli",0555 448 72 12,,N/A,https://www.google.com/maps/place/Sirius+Elektronik+Uydu+Anten+ve+Kamera+Servisi+%C4%B0zmit+Kocaeli/data=!4m7!3m6!1s0x14cb4fbf91e059b1:0xd4626f2de5a98993!8m2!3d40.7865904!4d29.9723005!16s%2Fg%2F11b7lf3k2y!19sChIJsVngkb9PyxQRk4mp5S1vYtQ?authuser=0&hl=tr&rclk=1
Foto Klinik izmit,"K1, Ömerağa, Ömerağa Mahallesi, Abdurrahman Yüksel Cd., 41300 İzmit/Kocaeli",0532 352 00 41,,https://www.instagram.com/foto_klinik_izmit?igsh=MThyNThjcWlucDFxZg==,"https://www.google.com/maps/place/NoteFix+l+Bilgisayar,+Cep+Telefonu+ve+Tablet+Tamir+Servisi/data=!4m7!3m6!1s0x14cb457f8d7ddc5b:0x4c0b15831c3352d6!8m2!3d40.764632!4d29.928511!16s%2Fg%2F11c37jw6_2!19sChIJW9x9jX9FyxQR1lIzHIMVC0w?authuser=0&hl=tr&rclk=1"
EPSON YETKİLİ TEKNİK SERVİS,"Karabaş, Müneccim Arif Sk. No: 23/A, 41040 İzmit/Kocaeli",(0262) 322 20 42,,http://www.hedefburomakinalari.com/,https://www.google.com/maps/place/fantom+nilay+elektronik/data=!4m7!3m6!1s0x14cb458016152f33:0x847c71598f9ffb91!8m2!3d40.7653171!4d29.9267908!16s%2Fg%2F11cs3gxvrw!19sChIJMy8VFoBFyxQRkfufj1lxfIQ?authuser=0&hl=tr&rclk=1
İzmit Teknik Servis,"Yeşilova, Serçe Sk. No:23, 41200 İzmit/Kocaeli",0549 344 29 98,,N/A,https://www.google.com/maps/place/Foto+Klinik+izmit/data=!4m7!3m6!1s0x14cb457fe63f8f05:0x7de7c16793c0d5e5!8m2!3d40.7650341!4d29.9293574!16s%2Fg%2F11g728ls7_!19sChIJBY8_5n9FyxQR5dXAk2fB530?authuser=0&hl=tr&rclk=1
CİHAN BİLGİSAYAR - ÖMER ALP,"Fethiye cad. Belediye Çarşı İşhanı no:7 C-Doğu Blok Kat:4/15, 41200 İzmit/Kocaeli",0552 632 52 15,,http://www.cihanbilgisayar.net/,https://www.google.com/maps/place/EPSON+YETK%C4%B0L%C4%B0+TEKN%C4%B0K+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb4570684d02cd:0xa536c49b18e99151!8m2!3d40.7635742!4d29.9372877!16s%2Fg%2F11g0hmv7rc!19sChIJzQJNaHBFyxQRUZHpGJvENqU?authuser=0&hl=tr&rclk=1
İklimsa Bayi ve Yetkili Servisi- 41 Klima sistemleri,"Yahyakaptan, Şht. Ali İhsan Çakmak Sk. 28/a, 41040 İzmit/Kocaeli",(0262) 311 45 44,,https://www.iklimsa.com/iklimsa-kocaeli-izmit-klima-yetkili-servis,https://www.google.com/maps/place/%C4%B0zmit+Teknik+Servis/data=!4m7!3m6!1s0x14cb4f4f2bd344d7:0xcf491fd774cfcca6!8m2!3d40.7872965!4d29.9696581!16s%2Fg%2F11fql817gf!19sChIJ10TTK09PyxQRpszPdNcfSc8?authuser=0&hl=tr&rclk=1
Sanayi Elektronik.. Tv & Uydu & Klima & Led tv Adem Dişli,"Ömerağa, Hafız Şerif Sk. 15/D, 41300 İzmit/Kocaeli",0549 494 92 79,,N/A,https://www.google.com/maps/place/C%C4%B0HAN+B%C4%B0LG%C4%B0SAYAR+-+%C3%96MER+ALP/data=!4m7!3m6!1s0x14cb4581bc1f0f0b:0x4055c09d97e5bded!8m2!3d40.7632282!4d29.9261243!16s%2Fg%2F1tf8w9r1!19sChIJCw8fvIFFyxQR7b3ll53AVUA?authuser=0&hl=tr&rclk=1
GENERAL MOBILE KOCAELİ YETKİLİ SERVİSİ,"Ömerağa, Alemdar Cd. No:34, 41300 İzmit/Kocaeli",(0262) 331 63 63,,http://iletkom.com/,https://www.google.com/maps/place/%C4%B0klimsa+Bayi+ve+Yetkili+Servisi-+41+Klima+sistemleri/data=!4m7!3m6!1s0x14cb4fe133ef4a77:0xd85026d815d4f279!8m2!3d40.7698737!4d29.9685825!16s%2Fg%2F11dfj2hcz5!19sChIJd0rvM-FPyxQRefLUFdgmUNg?authuser=0&hl=tr&rclk=1
İZMİT Bilgisayar Alım,"Cedit, Leyla Atakan Cd. No:49, 41300 İzmit/Kocaeli",0535 052 04 52,,N/A,https://www.google.com/maps/place/Sanayi+Elektronik..+Tv+%26+Uydu+%26+Klima+%26+Led+tv+Adem+Di%C5%9Fli/data=!4m7!3m6!1s0x14cb4580251a9dc3:0x97ac64f424a4067a!8m2!3d40.7645533!4d29.9271093!16s%2Fg%2F11gbl2xgmr!19sChIJw50aJYBFyxQRegakJPRkrJc?authuser=0&hl=tr&rclk=1
İKLİM OTO KLİMA,"Sanayi Mah.izmit Sanayi Sit. 8.Blok No:17 İzmit/ Kocaeli, 41100 İzmit/Kocaeli",(0262) 335 18 73,,N/A,https://www.google.com/maps/place/GENERAL+MOBILE+KOCAEL%C4%B0+YETK%C4%B0L%C4%B0+SERV%C4%B0S%C4%B0/data=!4m7!3m6!1s0x14cb457f8d457013:0xe4eb2c2caa14bf99!8m2!3d40.7647319!4d29.9284636!16s%2Fg%2F11hzxjf_55!19sChIJE3BFjX9FyxQRmb8Uqiws6-Q?authuser=0&hl=tr&rclk=1
Eryılmaz Elektronik İzmit Onvo Servis,"Kadıköy, Selahattin Mutlu Sk. No:59, 41050 İzmit/Kocaeli",0543 206 13 96,,N/A,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+Bilgisayar+Al%C4%B1m/data=!4m7!3m6!1s0x14cb4f1e0625a577:0x382ae3dabd6277ce!8m2!3d40.7665565!4d29.9348182!16s%2Fg%2F11s9dm1z4m!19sChIJd6UlBh5PyxQRzndivdrjKjg?authuser=0&hl=tr&rclk=1
