Name,Address,Phone,Email,Website,Google Maps Link
AKDAĞ OTO,"Vezirçiftliği, 41140 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/HMA+Garaj+mekanik+servis/data=!4m7!3m6!1s0x14cb450203dcb071:0xfcdcafcb1aa6b1df!8m2!3d40.7489111!4d29.9691628!16s%2Fg%2F11l6kzmlrl!19sChIJcbDcAwJFyxQR37GmGsuv3Pw?authuser=0&hl=tr&rclk=1
Fehimler Oto KİA&HYUNDAİ ÖZEL SERVİS,"Sanayi, 13. Cd. SANAYİ SİTESİ NO:48 D:314 BLOK, 41040 İzmit/Kocaeli",0541 335 51 41,,N/A,https://www.google.com/maps/place/Pa%C5%9Fam+Oto+Kuaf%C3%B6r/data=!4m7!3m6!1s0x14cb4fe8ce9b79fb:0x6fe178c0fb27fe11!8m2!3d40.7709735!4d29.960511!16s%2Fg%2F11j12_rb03!19sChIJ-3mbzuhPyxQREf4n-8B44W8?authuser=0&hl=tr&rclk=1
Oscar Garage Oto Yıkama Kuaför,"Serdar, Gazneli Mahmut Cd. No:6/11, 41190 Başiskele/Kocaeli",0553 105 69 69,,N/A,https://www.google.com/maps/place/AKDA%C4%9E+OTO/data=!4m7!3m6!1s0x14cb454e57c26f71:0xecf2d2e065390c0f!8m2!3d40.7499453!4d29.9588985!16s%2Fg%2F11fq1dlrht!19sChIJcW_CV05FyxQRDww5ZeDS8uw?authuser=0&hl=tr&rclk=1
Zirve Oto Yikama,"Yenişehir, Araç Sk. No:9, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Fehimler+Oto+K%C4%B0A%26HYUNDA%C4%B0+%C3%96ZEL+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb45bf08e543bb:0x63f380243cbead10!8m2!3d40.7444977!4d29.9484007!16s%2Fg%2F11ny1z6s_7!19sChIJu0PlCL9FyxQREK2-PCSA82M?authuser=0&hl=tr&rclk=1
HDM LASTİK OTOMOTİV,"Vezirçiftliği, D130 No:162/A, 41140 Başiskele/Kocaeli",0536 605 84 87,"intersection-observer-polyfill@0.1.0, ie11CustomProperties@4.0.1",http://www.hdmlastik.com/,https://www.google.com/maps/place/Oscar+Garage+Oto+Y%C4%B1kama+Kuaf%C3%B6r/data=!4m7!3m6!1s0x14cb45955b646551:0x7cb55522eef1eeb!8m2!3d40.7135188!4d29.9365625!16s%2Fg%2F11h0_mzgw1!19sChIJUWVkW5VFyxQR6x7vLlJVywc?authuser=0&hl=tr&rclk=1
EGS MotorSports EGZOZ,"Vezirçiftliği, Kocaer Sk. 13a, 41140 Başiskele/Kocaeli",0532 765 63 77,,N/A,https://www.google.com/maps/place/Zirve+Oto+Yikama/data=!4m7!3m6!1s0x14cb4fe6b98fed27:0xebff81994b53c7eb!8m2!3d40.7696061!4d29.9674172!16s%2Fg%2F11ljct3lk8!19sChIJJ-2PueZPyxQR68dTS5mB_-s?authuser=0&hl=tr&rclk=1
EGS MotorSports EGZOZ,"Kocaeli Gölcük başiskele sanayi sitesi blok 23 no 16, 41190 Başiskele/Kocaeli",0552 938 46 16,,N/A,https://www.google.com/maps/place/HDM+LAST%C4%B0K+OTOMOT%C4%B0V/data=!4m7!3m6!1s0x14cb3be94bd171cb:0xa459ddee6a53260!8m2!3d40.741672!4d29.9555378!16s%2Fg%2F11rkj2r5_r!19sChIJy3HRS-k7yxQRYDKl5t6dRQo?authuser=0&hl=tr&rclk=1
TÜRKANLAR OTOMOTİV,"Vezirçiftliği, D130 No:176/1, 41140 Başiskele/Kocaeli",0532 157 81 05,"9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, focus-within-polyfill@5.0.9, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, lodash@4.17.21, react@18.3.1, 8c4075d5481d476e945486754f783364@sentry.io, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, kadir__turkan@hotmail.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, core-js-bundle@3.2.1, react-dom@18.3.1",https://kadirturkan.wixsite.com/turkanlarotomotiv,https://www.google.com/maps/place/EGS+MotorSports+EGZOZ/data=!4m7!3m6!1s0x14cb45685deb85f7:0x4bfdef825ebb2254!8m2!3d40.7487375!4d29.957447!16s%2Fg%2F11q338kby5!19sChIJ94XrXWhFyxQRVCK7XoLv_Us?authuser=0&hl=tr&rclk=1
TÜRKANLAR OTOMOTİV,"Vezirçiftliği, D130 No:176/1, 41140 Başiskele/Kocaeli",0532 157 81 05,"9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, focus-within-polyfill@5.0.9, 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com, lodash@4.17.21, react@18.3.1, 8c4075d5481d476e945486754f783364@sentry.io, bilgi@sitem.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, kadir__turkan@hotmail.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, core-js-bundle@3.2.1, react-dom@18.3.1",https://kadirturkan.wixsite.com/turkanlarotomotiv,https://www.google.com/maps/place/Sanayi+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb47d602fac099:0xcd7a8ff815964322!8m2!3d40.7173085!4d29.8598056!16s%2Fg%2F11j_0lwyrd!19sChIJmcD6AtZHyxQRIkOWFfiPes0?authuser=0&hl=tr&rclk=1
Mutlu Akü M. Adnan Menlik,"YENİ GÖLCÜK YOLU ÜZERİ VEZİRÇİFTLİĞİ MAH NO:118, 41140 Başiskele",444 0 258,,http://www.adnanmenlik.com/,https://www.google.com/maps/place/T%C3%9CRKANLAR+OTOMOT%C4%B0V/data=!4m7!3m6!1s0x14cb450030768d01:0xf27368d61b6c8e2d!8m2!3d40.743077!4d29.9557478!16s%2Fg%2F11x8pp4c6t!19sChIJAY12MABFyxQRLY5sG9Zoc_I?authuser=0&hl=tr&rclk=1
VATAN OTO LASTİK YOL YARDIM EN YAKIN LASTİKÇİ,"Yeşilyurt, Şht. Astsubay Çvş. Bilge İlhan Sk. No:372, 41190 Başiskele/Kocaeli",0534 206 60 78,,N/A,https://www.google.com/maps/place/Mutlu+Ak%C3%BC+M.+Adnan+Menlik/data=!4m7!3m6!1s0x14cb4712aa83f82b:0x2b307f1f9cb67639!8m2!3d40.7380329!4d29.9557133!16s%2Fg%2F11bz0pq5_h!19sChIJK_iDqhJHyxQROXa2nB9_MCs?authuser=0&hl=tr&rclk=1
Öge oTo Yıkama,"Sanayi, Hayrettin Uzun Cd., 41040 İzmit/Kocaeli",0553 160 76 41,,N/A,https://www.google.com/maps/place/VATAN+OTO+LAST%C4%B0K+YOL+YARDIM+EN+YAKIN+LAST%C4%B0K%C3%87%C4%B0/data=!4m7!3m6!1s0x14cb45cde5f567ab:0x3cf62ad1c192030d!8m2!3d40.7215946!4d29.9422431!16s%2Fg%2F11y1d169fj!19sChIJq2f15c1FyxQRDQOSwdEq9jw?authuser=0&hl=tr&rclk=1
Akpınar Opel Servisi,"Karadenizliler, Sayı Sk. No:12, 41245 Başiskele/Kocaeli",0535 973 33 42,,N/A,https://www.google.com/maps/place/AutoFox+Hasar+Onar%C4%B1m+ve+Bak%C4%B1m+Merkezi/data=!4m7!3m6!1s0x14cb4559c930c31f:0x7c567f41de87e4a8!8m2!3d40.7426219!4d29.9506393!16s%2Fg%2F1v86h0qw!19sChIJH8MwyVlFyxQRqOSH3kF_Vnw?authuser=0&hl=tr&rclk=1
Ensa fren test merkezi ve egzoz emisyon istasyonu,"Yazlık Yeni, 41650 Gölcük/Kocaeli",,,N/A,https://www.google.com/maps/place/%C3%96ge+oTo+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb455f74abf7c3:0x759ee6faeff580b0!8m2!3d40.7571439!4d29.9541849!16s%2Fg%2F11g9d_0h1j!19sChIJw_erdF9FyxQRsID17_rmnnU?authuser=0&hl=tr&rclk=1
Car Wash Smart,"İZMİT SANAYİ SİTESİ 7. CADDE 102 BLOK NO: 42, 41100 İzmit/Kocaeli",0539 616 96 27,,N/A,https://www.google.com/maps/place/Akp%C4%B1nar+Opel+Servisi/data=!4m7!3m6!1s0x14cb45b5eaf526f3:0x474adbe1c3352125!8m2!3d40.7509945!4d29.9609425!16s%2Fg%2F11hhpr9tf9!19sChIJ8yb16rVFyxQRJSE1w-HbSkc?authuser=0&hl=tr&rclk=1
Sem Oto Yıkama,"M. Alipaşa, Erkan Sk. No:19, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Ensa+fren+test+merkezi+ve+egzoz+emisyon+istasyonu/data=!4m7!3m6!1s0x14cb416897935d23:0xb72c14cb6d3d0acb!8m2!3d40.7052603!4d29.8685078!16s%2Fg%2F11j1k0_k66!19sChIJI12Tl2hByxQRywo9bcsULLc?authuser=0&hl=tr&rclk=1
Lastigin Lassa,"Vezirçiftliği, Köroğlu Cd., 41140 Başiskele/Kocaeli",,,https://www.lassa.com.tr/,https://www.google.com/maps/place/Car+Wash+Smart/data=!4m7!3m6!1s0x14cb45e1e5ad0625:0x6851a23421e4f60!8m2!3d40.7461767!4d29.9479157!16s%2Fg%2F11c75t1yxd!19sChIJJQat5eFFyxQRYE8eQiMahQY?authuser=0&hl=tr&rclk=1
Lastigin Lassa,"Vezirçiftliği, Köroğlu Cd., 41140 Başiskele/Kocaeli",,,https://www.lassa.com.tr/,https://www.google.com/maps/place/Sem+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb4ff3968d3dcd:0xb0a941350cc4f9fe!8m2!3d40.7639898!4d29.9547936!16s%2Fg%2F1td2r6p5!19sChIJzT2NlvNPyxQR_vnEDDVBqbA?authuser=0&hl=tr&rclk=1
My Garage Oto Yikama,"Yenişehir, Araç Sk. No:7, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Lastigin+Lassa/data=!4m7!3m6!1s0x14cb45440b3cc175:0x312b5a31c396898!8m2!3d40.7449674!4d29.9568636!16s%2Fg%2F11b7q3xmmz!19sChIJdcE8C0RFyxQRmGg5HKO1EgM?authuser=0&hl=tr&rclk=1
DOĞANAY Lastik,"Vezirçiftliği, Bilge Sk. No:8, 41140 Başiskele/Kocaeli",(0262) 349 35 00,,N/A,https://www.google.com/maps/place/Black+Iz+Kaporta+Boya+Servisi/data=!4m7!3m6!1s0x14cb45439206f9f9:0xf9fed65612ec8fb5!8m2!3d40.7456296!4d29.9559715!16s%2Fg%2F11ljcpx32k!19sChIJ-fkGkkNFyxQRtY_sElbW_vk?authuser=0&hl=tr&rclk=1
Kurtuluş Oto,"Sanayi, Çise Sk., İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/My+Garage+Oto+Yikama/data=!4m7!3m6!1s0x14cb4fe6b0b0dfd3:0xe93bc084ab7fea1b!8m2!3d40.7694913!4d29.9676115!16s%2Fg%2F11v6ps0cxx!19sChIJ09-wsOZPyxQRG-p_q4TAO-k?authuser=0&hl=tr&rclk=1
Yılmaz Göçük Onarım Merkezi,"Sanayi, Köprübaşı Cd. No:39/C, 41040 İzmit/Kocaeli",0534 924 99 33,,https://instagram.com/yilmaz_gocuk_onarim_merkezi?igshid=MzMyNGUyNmU2YQ%3D%3D&utm_source=qr,https://www.google.com/maps/place/DO%C4%9EANAY+Lastik/data=!4m7!3m6!1s0x14cb4544c35e0717:0x49ae8aef26d5c2a1!8m2!3d40.7468063!4d29.9589814!16s%2Fg%2F11fn0tdg_y!19sChIJFwdew0RFyxQRocLVJu-Krkk?authuser=0&hl=tr&rclk=1
T.J Tertemiz,"Mahmutpaşa, Karamürsel Cd. No:351, 41140 Başiskele/Kocaeli",0544 531 40 10,,N/A,https://www.google.com/maps/place/Y%C4%B1lmaz+G%C3%B6%C3%A7%C3%BCk+Onar%C4%B1m+Merkezi/data=!4m7!3m6!1s0x14cb45bce52af3bd:0x328f3ab4a0543315!8m2!3d40.7549321!4d29.9572217!16s%2Fg%2F11hz7j5m33!19sChIJvfMq5bxFyxQRFTNUoLQ6jzI?authuser=0&hl=tr&rclk=1
best of oto kuaförü,"M. Alipaşa, Hacı Bahattin Yatağan Sk. No:37, 41050 İzmit/Kocaeli",0532 737 61 60,,N/A,https://www.google.com/maps/place/ss+oto+y%C4%B1kama/data=!4m7!3m6!1s0x14cb4f759926e64f:0x5cf5b216f66ccae2!8m2!3d40.7599784!4d29.9733401!16s%2Fg%2F11rqwqq3g4!19sChIJT-YmmXVPyxQR4sps9hay9Vw?authuser=0&hl=tr&rclk=1
Damla Oto Yıkama,"Kadıköy, Bağdat Cd. No:98, 41050 İzmit/Kocaeli",,"info@arabamiyika.com, bilgi@arabamiyika.com",https://www.arabamiyika.com/oto-yikama-ve-oto-kuafor/389-damla-oto-yikama-izmit,https://www.google.com/maps/place/T.J+Tertemiz/data=!4m7!3m6!1s0x14cb455f2590897d:0xb9648728ef65dbc4!8m2!3d40.726859!4d29.959851!16s%2Fg%2F11h5n8r1y3!19sChIJfYmQJV9FyxQRxNtl7yiHZLk?authuser=0&hl=tr&rclk=1
Bulvar Oto Yıkama,"Kadıköy, Atatürk Blv. No:77, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/best+of+oto+kuaf%C3%B6r%C3%BC/data=!4m7!3m6!1s0x14cb4ff2b38ae5eb:0x1086824e1678cce3!8m2!3d40.7679053!4d29.9512181!16s%2Fg%2F11c4b301ms!19sChIJ6-WKs_JPyxQR48x4Fk6ChhA?authuser=0&hl=tr&rclk=1
CAN OTOM - ORHAN CAN,"Yaylacık, Mert Inan Sk No:44/a, 41140 Başiskele/Kocaeli",0532 525 56 74,canotom41@gmail.com,http://www.canotom.com.tr/,https://www.google.com/maps/place/Damla+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb4f8d06d7f5cf:0x25d77ebd41e86929!8m2!3d40.767628!4d29.9482507!16s%2Fg%2F113hxrsn5!19sChIJz_XXBo1PyxQRKWnoQb1-1yU?authuser=0&hl=tr&rclk=1
Oto Rapor Expertiz,"Vezirçiftliği, 28 Mart Sk. No:1, 41140 Başiskele/Kocaeli",(0262) 335 42 66,,http://www.otorapor.com/,https://www.google.com/maps/place/Bulvar+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb4f8c76a4b679:0x1aa52c40b4f50159!8m2!3d40.7655152!4d29.9469943!16s%2Fg%2F11dx9h8yvs!19sChIJebakdoxPyxQRWQH1tEAspRo?authuser=0&hl=tr&rclk=1
Oto Rapor Expertiz,"Vezirçiftliği, 28 Mart Sk. No:1, 41140 Başiskele/Kocaeli",(0262) 335 42 66,,http://www.otorapor.com/,https://www.google.com/maps/place/CAN+OTOM+-+ORHAN+CAN/data=!4m7!3m6!1s0x14cb4569931ab103:0xfad49bb10b6ec3ae!8m2!3d40.7267912!4d29.9719638!16s%2Fg%2F11cp7mh4mp!19sChIJA7Eak2lFyxQRrsNuC7Gb1Po?authuser=0&hl=tr&rclk=1
Pars Göçük Onarım Araç Kaplama PPF,"Sanayi, Özyalı Sk. no:3, 41050 İzmit/Kocaeli",0530 793 45 77,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, focus-within-polyfill@5.0.9, lodash@4.17.21, react@18.3.1, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 79baaa8e09c746d2b7401643b99792e0@sentry.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, core-js-bundle@3.2.1, react-dom@18.3.1, bilgi@otopars.com",http://www.otopars.com/,https://www.google.com/maps/place/Oto+Rapor+Expertiz/data=!4m7!3m6!1s0x14cb45db6b072e91:0x67d749eb0d49ecb3!8m2!3d40.74505!4d29.955564!16s%2Fg%2F11j4jtwthy!19sChIJkS4Ha9tFyxQRs-xJDetJ12c?authuser=0&hl=tr&rclk=1
SeS’ z Auto Spa Center,"Sanayi, Sarılimon Sokak No:13, 41040 İzmit/Kocaeli",0537 874 04 40,,N/A,https://www.google.com/maps/place/MC+AUTO+SERV%C4%B0CE/data=!4m7!3m6!1s0x14cb45006d16130b:0x522701b4bda931fa!8m2!3d40.7459605!4d29.9580535!16s%2Fg%2F11x1ymnw23!19sChIJCxMWbQBFyxQR-jGpvbQBJ1I?authuser=0&hl=tr&rclk=1
SeS’ z Auto Spa Center,"Sanayi, Sarılimon Sokak No:13, 41040 İzmit/Kocaeli",0537 874 04 40,,N/A,https://www.google.com/maps/place/Pars+G%C3%B6%C3%A7%C3%BCk+Onar%C4%B1m+Ara%C3%A7+Kaplama+PPF/data=!4m7!3m6!1s0x14cb45805853b03f:0x16f5dfaf8712ff74!8m2!3d40.7535185!4d29.9602532!16s%2Fg%2F11flpjn2k3!19sChIJP7BTWIBFyxQRdP8Sh6_f9RY?authuser=0&hl=tr&rclk=1
Autoteknik Otomotiv Rs Servis ve Eurorepar Car Service,"Sanayi, Gökmavi Sk. No:42, 41040 İzmit/Kocaeli",444 9 594,,http://www.autoteknik.com.tr/,https://www.google.com/maps/place/SeS%E2%80%99+z+Auto+Spa+Center/data=!4m7!3m6!1s0x14cb459ea88502b7:0x9ddedabaa158952b!8m2!3d40.7436057!4d29.9471335!16s%2Fg%2F11rw9967gt!19sChIJtwKFqJ5FyxQRK5VYobra3p0?authuser=0&hl=tr&rclk=1
KRB - Kardeşler Rot Balans İzmit Şube,"Yenişehir, Demokrasi Cd. No:69, 41050 İzmit/Kocaeli",(0262) 444 77 41,info@krb.com.tr,http://krb.com.tr/,https://www.google.com/maps/place/Ark+Oto+Motorlu+Araclar+San.+Ve+Tic.+A.%C5%9F.+-+Volkswagen+-+Audi+-+Service/data=!4m7!3m6!1s0x14cb455a23179bf7:0xbaec503340408ba0!8m2!3d40.7516923!4d29.9605602!16s%2Fg%2F11pb1_lw7s!19sChIJ95sXI1pFyxQRoItAQDNQ7Lo?authuser=0&hl=tr&rclk=1
Teklas Jant Lastik - Oto Lastik - Yol Yardım - İzmit Kocaeli Lastikçi Yahya Kaptan,"G, M. Alipaşa, Gazi Mustafa Kemal Blv. No:82/1, 41050 İzmit/Kocaeli",(0262) 323 19 20,,https://teklasjantlastik.com/,https://www.google.com/maps/place/Autoteknik+Otomotiv+Rs+Servis+ve+Eurorepar+Car+Service/data=!4m7!3m6!1s0x14cb451fc7212225:0x183dff281a62dd46!8m2!3d40.7421528!4d29.9508808!16s%2Fg%2F11g4jhb9w2!19sChIJJSIhxx9FyxQRRt1iGij_PRg?authuser=0&hl=tr&rclk=1
Topcuoglu oto yıkama,"Serdar Mahallesi, Yeşilyurt, Pasinler Cd. No:59/1, 41000 Başiskele/Kocaeli",,,N/A,https://www.google.com/maps/place/Teklas+Jant+Lastik+-+Oto+Lastik+-+Yol+Yard%C4%B1m+-+%C4%B0zmit+Kocaeli+Lastik%C3%A7i+Yahya+Kaptan/data=!4m7!3m6!1s0x14cb4fee1c455555:0xd8ba93cd00093fc2!8m2!3d40.7670994!4d29.9578778!16s%2Fg%2F11t0r7dvq2!19sChIJVVVFHO5PyxQRwj8JAM2Tutg?authuser=0&hl=tr&rclk=1
ÖZİKİZLER OTOMOTİV NAK.İNŞ.TAAH. VE TİC.LTD.ŞTİ.,"Karadenizliler, Kullar Cad. No:397, 41140 Başiskele/Kocaeli",(0262) 335 02 62,webmaster@ozikizler.com,http://www.ozikizler.com/,https://www.google.com/maps/place/Kocaeli+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb4ff67b4c3139:0x278fb7e512d2eea7!8m2!3d40.7689744!4d29.9441289!16s%2Fg%2F11h7_pb0v3!19sChIJOTFMe_ZPyxQRp-7SEuW3jyc?authuser=0&hl=tr&rclk=1
Ant Lastik Kocaeli,"Sepetlipınar Mh. Arpalık Cd, Sepetlipınar, Sanayi Sitesi No: 118 Blok: 25, 41245 Başiskele/Kocaeli",0533 404 55 41,,N/A,https://www.google.com/maps/place/Topcuoglu+oto+y%C4%B1kama/data=!4m7!3m6!1s0x14cb45e8e3fef05d:0x6ae96860df3a4f90!8m2!3d40.7128458!4d29.9464797!16s%2Fg%2F11s234lr5q!19sChIJXfD-4-hFyxQRkE8632Bo6Wo?authuser=0&hl=tr&rclk=1
İKİKA LASTİK SAN. VE TİC.LTD.ŞTİ. YAHYA KAPTAN,"Yahya Kaptan Mahallesi, Şht. Ali İhsan Çakmak Sk. No.22, 41040 İzmit/Kocaeli",0850 755 1041,,http://www.ikikalastik.com/,https://www.google.com/maps/place/%C3%96Z%C4%B0K%C4%B0ZLER+OTOMOT%C4%B0V+NAK.%C4%B0N%C5%9E.TAAH.+VE+T%C4%B0C.LTD.%C5%9ET%C4%B0./data=!4m7!3m6!1s0x14cb4541df7afb29:0x7d0e371903f54eab!8m2!3d40.7527751!4d29.9647072!16s%2Fg%2F11g_jg2sc!19sChIJKft630FFyxQRq071Axk3Dn0?authuser=0&hl=tr&rclk=1
