Name,Address,Phone,Email,Website,Google Maps Link
Er Treyler Otomotiv,"Sanayi, Öz Burçak Sk. No:14/1, 41140 İzmit/Kocaeli",0532 387 15 43,,N/A,https://www.google.com/maps/place/Zafer+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb4520d877e577:0xe203cbaa995f8375!8m2!3d40.7234119!4d29.9558534!16s%2Fg%2F11gcz_lp0p!19sChIJd-V32CBFyxQRdYNfmarLA-I?authuser=0&hl=tr&rclk=1
Renault Ernaz İzmit,"Sanayi, Ömer Türkçakal Blv. No:35, 41100 İzmit/Kocaeli",444 3 602,,https://ernaz.renault.com.tr/,https://www.google.com/maps/place/G%C3%B6%C3%A7%C3%BCk%C3%A7%C3%BC+Levent/data=!4m7!3m6!1s0x14cb4526a5eeb775:0x73c6fc408695e9dc!8m2!3d40.7437168!4d29.9547722!16s%2Fg%2F11ghqbrzfs!19sChIJdbfupSZFyxQR3OmVhkD8xnM?authuser=0&hl=tr&rclk=1
Garaj L & T Oto Kuaför,"Yenişehir, Arda Sk. No:3, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Er+Treyler+Otomotiv/data=!4m7!3m6!1s0x14cb45f3c91dd3eb:0xdd9dd31cceb650c0!8m2!3d40.7586825!4d29.9636562!16s%2Fg%2F11s0sljp5m!19sChIJ69MdyfNFyxQRwFC2zhzTnd0?authuser=0&hl=tr&rclk=1
D Expert İzmit Oto Ekspertiz Merkezi,"Kardeşler Lojistik Depo, Sanayi, Serin Sk. No:4, 41040 İzmit/Kocaeli",0850 223 5600,,https://dexpert.com.tr/,https://www.google.com/maps/place/Renault+Ernaz+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4567250eb36f:0x179a1f2e2014488b!8m2!3d40.7552241!4d29.9486822!16s%2Fg%2F1td80lpm!19sChIJb7MOJWdFyxQRi0gUIC4fmhc?authuser=0&hl=tr&rclk=1
Stars Garage Oto Yıkama,"Körfez, Berk Sk. No:1, 41040 İzmit/Kocaeli",(0262) 331 91 01,,N/A,https://www.google.com/maps/place/Garaj+L+%26+T+Oto+Kuaf%C3%B6r/data=!4m7!3m6!1s0x14cb4fee301c3def:0x4d6bfdbd99c8bcb6!8m2!3d40.7670896!4d29.9589403!16s%2Fg%2F11ljctt327!19sChIJ7z0cMO5PyxQRtrzImb39a00?authuser=0&hl=tr&rclk=1
Ecunation Remapping İzmit,"Yenişehir Mahallesi,Araç Sokak,Kaymakamlık Sapağı,E-5 Yanyol Üzeri,NO:37, 41050 İzmit/Kocaeli",0541 651 41 92,,http://izmit.ecunation.com/,https://www.google.com/maps/place/D+Expert+%C4%B0zmit+Oto+Ekspertiz+Merkezi/data=!4m7!3m6!1s0x14cb455f46a1d2ab:0x4e4318cb8fde7ee1!8m2!3d40.74926!4d29.955434!16s%2Fg%2F11fm5cbb9g!19sChIJq9KhRl9FyxQR4X7ej8sYQ04?authuser=0&hl=tr&rclk=1
Seçkin Jant Lastik,"Fatih Sultan Mehmet, Nazım Demirci Cd. No:21, 41250 Kartepe/Kocaeli",0544 860 41 28,,N/A,https://www.google.com/maps/place/Stars+Garage+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb4f3a2cbc8a05:0xf2c87aa7b828a624!8m2!3d40.7643713!4d29.939536!16s%2Fg%2F11fnp767gx!19sChIJBYq8LDpPyxQRJKYouKd6yPI?authuser=0&hl=tr&rclk=1
C&R Motor Lastik,"Mehmet Ali paşa Mahallesi, Erkan Sk. No:9 D:1, 41050 İzmit/Kocaeli",0850 305 7841,,N/A,https://www.google.com/maps/place/Ecunation+Remapping+%C4%B0zmit/data=!4m7!3m6!1s0x14cb4f70df71769f:0x6b77e1d34dc1db76!8m2!3d40.7716265!4d29.9681261!16s%2Fg%2F11rd9p58h0!19sChIJn3Zx33BPyxQRdtvBTdPhd2s?authuser=0&hl=tr&rclk=1
seyhan oto yıkama ve lastik,"Sanayi, Hayrettin Uzun Cd. No:36, 41100 İzmit/Kocaeli",0536 937 04 90,,N/A,https://www.google.com/maps/place/Se%C3%A7kin+Jant+Lastik/data=!4m7!3m6!1s0x14cb5b884f958125:0xa7d158599694e55e!8m2!3d40.7368478!4d30.0072219!16s%2Fg%2F11wq39xb6c!19sChIJJYGVT4hbyxQRXuWUlllY0ac?authuser=0&hl=tr&rclk=1
Lastikçi Kemal,"Sanayi Mahallesi D-130 Karayolu, caddesi No:11/20, 41100 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/C%26R+Motor+Lastik/data=!4m7!3m6!1s0x14cb4fef9eed22cd:0x51629ee79e5cc364!8m2!3d40.7639593!4d29.9558477!16s%2Fg%2F11krxd1wb_!19sChIJzSLtnu9PyxQRZMNcnueeYlE?authuser=0&hl=tr&rclk=1
Tatko Lastik Depo,"Karadenizliler, Manav Sk. No:7/5, 41140 Başiskele/Kocaeli",0534 501 50 45,,https://tatko1927.com/index.html,https://www.google.com/maps/place/seyhan+oto+y%C4%B1kama+ve+lastik/data=!4m7!3m6!1s0x14cb455084683713:0xaa6203b9415a498b!8m2!3d40.7560655!4d29.9524308!16s%2Fg%2F11tn7ht73k!19sChIJEzdohFBFyxQRi0laQbkDYqo?authuser=0&hl=tr&rclk=1
Goodyear,"Sanayi, 2. Cd., 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Lastik%C3%A7i+Kemal/data=!4m7!3m6!1s0x14cb451fd6898571:0x70961fc7acb356bd!8m2!3d40.7230249!4d29.9486133!16s%2Fg%2F11kkxtjjq4!19sChIJcYWJ1h9FyxQRvVazrMcflnA?authuser=0&hl=tr&rclk=1
Ayhan Oto Elektrik,"Sanayi, 9. Cd., 41040 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Tatko+Lastik+Depo/data=!4m7!3m6!1s0x1531e52ba8efe31b:0xae6771fb1ba3975f!8m2!3d40.7453844!4d29.9624867!16s%2Fg%2F11smyfgv9p!19sChIJG-PvqCvlMRURX5ejG_txZ64?authuser=0&hl=tr&rclk=1
İZMİT KAYABAŞ OTO KLİMA & YEDEK PARÇA,"Sanayi, İzmit Sanayi Sitesi, 7. Cd. No:28, 41040, 41001 İzmit/Kocaeli",0532 134 17 38,,N/A,https://www.google.com/maps/place/Goodyear/data=!4m7!3m6!1s0x14cb4568662e3941:0x55a586dfb61cb7b5!8m2!3d40.749916!4d29.948717!16s%2Fg%2F11b7q6k789!19sChIJQTkuZmhFyxQRtbcctt-GpVU?authuser=0&hl=tr&rclk=1
İKL KLİMA OTOMOTİV SANAYİ TİCARET LİMİTED ŞİRKETİ,"Sanayi, Kuzey Sk. No:31, 41040 İzmit/Kocaeli",0507 290 76 68,,N/A,https://www.google.com/maps/place/Ayhan+Oto+Elektrik/data=!4m7!3m6!1s0x14cb4541350b4a27:0x5d238188d24b728a!8m2!3d40.7457657!4d29.9510039!16s%2Fg%2F11fq87_6nk!19sChIJJ0oLNUFFyxQRinJL0oiBI10?authuser=0&hl=tr&rclk=1
EKİP OTO VOLKSWAGEN-AUDİ,"EKİP OTO VOLKSWAGEN-AUDİ, Karadenizliler, Alsancak Cd. No:415, 41000 Başiskele/Kocaeli",(0262) 335 05 44,,http://ekipotom.wix.com/ekipotomotiv,https://www.google.com/maps/place/%C4%B0ZM%C4%B0T+KAYABA%C5%9E+OTO+KL%C4%B0MA+%26+YEDEK+PAR%C3%87A/data=!4m7!3m6!1s0x14cb45ba0cd47707:0x9769ba0045bdec38!8m2!3d40.7461461!4d29.9469922!16s%2Fg%2F11t7dvzb_0!19sChIJB3fUDLpFyxQROOy9RQC6aZc?authuser=0&hl=tr&rclk=1
Ak Oto Elektrik - Yakup Usta,"Yenişehir, Turan Güneş Cd. No:272 D:B, 41000 İzmit/Kocaeli",0534 014 15 14,,N/A,https://www.google.com/maps/place/%C4%B0KL+KL%C4%B0MA+OTOMOT%C4%B0V+SANAY%C4%B0+T%C4%B0CARET+L%C4%B0M%C4%B0TED+%C5%9E%C4%B0RKET%C4%B0/data=!4m7!3m6!1s0x14cb45831d34a663:0x82b37295003b6560!8m2!3d40.750004!4d29.9512422!16s%2Fg%2F11ldx2pypl!19sChIJY6Y0HYNFyxQRYGU7AJVys4I?authuser=0&hl=tr&rclk=1
SeS’ z Auto Spa Center,"Sanayi, Sarılimon Sokak No:13, 41040 İzmit/Kocaeli",0537 874 04 40,,N/A,https://www.google.com/maps/place/EK%C4%B0P+OTO+VOLKSWAGEN-AUD%C4%B0/data=!4m7!3m6!1s0x14cb455b3dff0d77:0x4d4f6516c37cd49!8m2!3d40.7550086!4d29.9625473!16s%2Fg%2F11b8z0x1l_!19sChIJdw3_PVtFyxQRSc03bFH21AQ?authuser=0&hl=tr&rclk=1
Kocaeli Oto Makas,"Ovacık, Ali İslam Cd. No:35, 41140 Başiskele/Kocaeli",0501 063 22 83,,http://kocaeliotomakas.com/,https://www.google.com/maps/place/Ak+Oto+Elektrik+-+Yakup+Usta/data=!4m7!3m6!1s0x14cb4ff3d861640b:0xcb46663c3ccedec1!8m2!3d40.7730782!4d29.9574172!16s%2Fg%2F11h20_5xbz!19sChIJC2Rh2PNPyxQRwd7OPDxmRss?authuser=0&hl=tr&rclk=1
Kocaeli Oto Makas,"Ovacık, Ali İslam Cd. No:35, 41140 Başiskele/Kocaeli",0501 063 22 83,,http://kocaeliotomakas.com/,https://www.google.com/maps/place/SeS%E2%80%99+z+Auto+Spa+Center/data=!4m7!3m6!1s0x14cb459ea88502b7:0x9ddedabaa158952b!8m2!3d40.7436057!4d29.9471335!16s%2Fg%2F11rw9967gt!19sChIJtwKFqJ5FyxQRK5VYobra3p0?authuser=0&hl=tr&rclk=1
Kocaeli Oto Makas,"Ovacık, Ali İslam Cd. No:35, 41140 Başiskele/Kocaeli",0501 063 22 83,,http://kocaeliotomakas.com/,https://www.google.com/maps/place/Kocaeli+Oto+Makas/data=!4m7!3m6!1s0x14cb5b788d93545f:0xe75b3fd697868e9c!8m2!3d40.7426348!4d29.9759504!16s%2Fg%2F11s5zg6g2s!19sChIJX1STjXhbyxQRnI6Gl9Y_W-c?authuser=0&hl=tr&rclk=1
Kocaeli Yılmazlar Otomotiv,"Sanayi, 13. Cd. No:75 D:309 Blok, 41040 İzmit/Kocaeli",444 6 903,"fancybox@3.5.7, 174e33da05bff9c30f1e4f62a581a6ceegea-sedan-galeri-4@2x-2.jpg, e38770319470cb033884c0863ec04ddcegea-sedan-galeri-4@2x-222.jpg, info@yilmazoto.net, 625fe1b2af906e8b5bc599e1f15d2ef5egea-sedan-galeri-4@2x.jpg",http://yilmazoto.net/,https://www.google.com/maps/place/Opak+Boya+Sanayi+Tic.+Ltd.+%C5%9Eti./data=!4m7!3m6!1s0x14cb455025caa8eb:0x42a8f966d771c5f6!8m2!3d40.7462348!4d29.96402!16s%2Fg%2F11r_mhkrxj!19sChIJ66jKJVBFyxQR9sVx12b5qEI?authuser=0&hl=tr&rclk=1
Tarık Oto Yıkama,"M. Alipaşa, Bağdat Cd. No:210, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Can+Oto+Lastik+7+24+yol+yard%C4%B1m/data=!4m7!3m6!1s0x14cb51da74cf2831:0x14305a93417708d6!8m2!3d40.7973391!4d29.9813309!16s%2Fg%2F11f3n19557!19sChIJMSjPdNpRyxQR1gh3QZNaMBQ?authuser=0&hl=tr&rclk=1
KAPLAN OTOMOTIV,"Sanayi, D130 karayolu caddesi no:103, 41100 İzmit/Kocaeli",0532 584 43 83,,N/A,https://www.google.com/maps/place/Kocaeli+Y%C4%B1lmazlar+Otomotiv/data=!4m7!3m6!1s0x14cb456a692d6193:0x7a009234634e1ead!8m2!3d40.7446875!4d29.9506776!16s%2Fg%2F11cfhrpjb!19sChIJk2EtaWpFyxQRrR5OYzSSAHo?authuser=0&hl=tr&rclk=1
Bs Garage Oto Yikama,"Yenişehir, Araç Sk. No:9, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Tar%C4%B1k+Oto+Y%C4%B1kama/data=!4m7!3m6!1s0x14cb4ff3c583fa75:0x3b3e0e627e1d1d62!8m2!3d40.764486!4d29.955784!16s%2Fg%2F113fnxnym!19sChIJdfqDxfNPyxQRYh0dfmIOPjs?authuser=0&hl=tr&rclk=1
ÖZEL ÇAĞDAŞ OTOMOTİV LTD.ŞTİ,"Vezirçiftliği, Köroğlu Cd. No:7, 41140 Başiskele/Kocaeli",(0262) 335 30 55,,N/A,https://www.google.com/maps/place/KAPLAN+OTOMOTIV/data=!4m7!3m6!1s0x14cb45aa8d44ff75:0x23b784dac760d898!8m2!3d40.7432649!4d29.9549203!16s%2Fg%2F11qqdndvj9!19sChIJdf9EjapFyxQRmNhgx9qEtyM?authuser=0&hl=tr&rclk=1
Ersoy Otomotiv Araç Bakım Onarım,"Sefa Sirmen Sanayi Sitesi E Blok No 34, Sanayi, Beylerbeyi Sk., 41040 İzmit/Kocaeli",0545 379 16 11,,N/A,https://www.google.com/maps/place/Bs+Garage+Oto+Yikama/data=!4m7!3m6!1s0x14cb4fe6b9e5eccb:0x88442d27878f5029!8m2!3d40.7695982!4d29.9675079!16s%2Fg%2F11n__xwxd0!19sChIJy-zlueZPyxQRKVCPhyctRIg?authuser=0&hl=tr&rclk=1
ROTA OTO SERVİS,"Sanayi, 7. Cd. İzmit Sanayi Sitesi D:7/blok 8/numara, 41100 İzmit/Kocaeli",0532 660 41 54,,N/A,https://www.google.com/maps/place/%C3%96ZEL+%C3%87A%C4%9EDA%C5%9E+OTOMOT%C4%B0V+LTD.%C5%9ET%C4%B0/data=!4m7!3m6!1s0x14cb4544418c42d9:0xa545f400068ff1f5!8m2!3d40.7448229!4d29.958049!16s%2Fg%2F11gdzls_cs!19sChIJ2UKMQURFyxQR9fGPBgD0RaU?authuser=0&hl=tr&rclk=1
Goodyear,"Ovacık, 41140 Başiskele/Kocaeli",(0262) 315 33 00,,https://www.goodyear.eu/tr_tr/consumer.html,https://www.google.com/maps/place/Ersoy+Otomotiv+Ara%C3%A7+Bak%C4%B1m+Onar%C4%B1m/data=!4m7!3m6!1s0x14cb4560a7c9bc95:0xfe0d44b1a4a28c36!8m2!3d40.7508679!4d29.9541649!16s%2Fg%2F11pv0jf6fp!19sChIJlbzJp2BFyxQRNoyipLFEDf4?authuser=0&hl=tr&rclk=1
RİTİM TURBO,"Sanayi, 14. Cd. İzmit Sanayi Sit No:13 Blok No:19, 41040 İzmit/Kocaeli",0542 363 32 36,,http://www.ritimturbo.com/,https://www.google.com/maps/place/ROTA+OTO+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb45af78d41b8b:0x4a10445c4291f8af!8m2!3d40.7479284!4d29.9494079!16s%2Fg%2F11xffsjvm8!19sChIJixvUeK9FyxQRr_iRQlxEEEo?authuser=0&hl=tr&rclk=1
Sergen Oto Kuaförü,"Yuvacık Serdar mahallesi Gazneli Mahmud caddesi, Serdar, Çelebi Sk. no:2, 41190 Başiskele/Kocaeli",0530 635 09 41,,N/A,https://www.google.com/maps/place/Goodyear/data=!4m7!3m6!1s0x14cb500fafd42f53:0x15ac4ec47924ccbb!8m2!3d40.7548653!4d29.9883693!16s%2Fg%2F1tfn6528!19sChIJUy_Urw9QyxQRu8wkecROrBU?authuser=0&hl=tr&rclk=1
KEREM OTO ELEKTRİK ELEKTRONİK,"Yenişehir, Beyazıt Sk. No:1, 41100 İzmit/Kocaeli",0541 601 16 96,,https://www.instagram.com/kerem_oto_elektrik/,https://www.google.com/maps/place/R%C4%B0T%C4%B0M+TURBO/data=!4m7!3m6!1s0x14cb454c095b1e1b:0xc2d177a3ad94ccb2!8m2!3d40.7475141!4d29.9518233!16s%2Fg%2F11k9lgxn4g!19sChIJGx5bCUxFyxQRssyUraN30cI?authuser=0&hl=tr&rclk=1
Continental - Tekrot Balans,"Vezirçiftliği Mah. Yeni Gölcük Yolu No: 89/A Özüçiftliği Mevki, 41140 Başiskele/Kocaeli",(0262) 335 49 17,,N/A,https://www.google.com/maps/place/Sergen+Oto+Kuaf%C3%B6r%C3%BC/data=!4m7!3m6!1s0x14cb457dbff0266f:0x93f28d12882b20a1!8m2!3d40.7094108!4d29.9399587!16s%2Fg%2F11rpgxtq72!19sChIJbybwv31FyxQRoSAriBKN8pM?authuser=0&hl=tr&rclk=1
KOCAELİ OTO ELEKTRONİK,"Sanayi, 9. Cd. sanayi sitesi, 41200 İzmit/Kocaeli",(0262) 335 57 41,,http://www.kocaeliotoaanahtar.com/,https://www.google.com/maps/place/KEREM+OTO+ELEKTR%C4%B0K+ELEKTRON%C4%B0K/data=!4m7!3m6!1s0x14cb51c3989e9b87:0xf474cf439dba01c0!8m2!3d40.7784825!4d29.9677469!16s%2Fg%2F11ldv8y5ny!19sChIJh5uemMNRyxQRwAG6nUPPdPQ?authuser=0&hl=tr&rclk=1
HDM LASTİK OTOMOTİV,"Vezirçiftliği, D130 No:162/A, 41140 Başiskele/Kocaeli",0536 605 84 87,"intersection-observer-polyfill@0.1.0, ie11CustomProperties@4.0.1",http://www.hdmlastik.com/,https://www.google.com/maps/place/Continental+-+Tekrot+Balans/data=!4m7!3m6!1s0x14cb5ad0e090bbcb:0x101c640df49b6fe0!8m2!3d40.7487008!4d29.9581185!16s%2Fg%2F11bymzj6mb!19sChIJy7uQ4NBayxQR4G-b9A1kHBA?authuser=0&hl=tr&rclk=1
KRB - Kardeşler Rot Balans Sanayi Şube,"izmit sanayi sitesi 1.blok no.15-16, 41040 İzmit/Kocaeli",444 7 741,info@krb.com.tr,http://krb.com.tr/,https://www.google.com/maps/place/KOCAEL%C4%B0+OTO+ELEKTRON%C4%B0K/data=!4m7!3m6!1s0x14cb454c39a38a55:0x2b45b3fc91b9ca27!8m2!3d40.7454698!4d29.950656!16s%2Fg%2F11p3clm1tm!19sChIJVYqjOUxFyxQRJ8q5kfyzRSs?authuser=0&hl=tr&rclk=1
Etkili Oto Servis,"Sanayi, izmit sanayi sitesi No:104 blok kapı No:97, 41100 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/HDM+LAST%C4%B0K+OTOMOT%C4%B0V/data=!4m7!3m6!1s0x14cb3be94bd171cb:0xa459ddee6a53260!8m2!3d40.741672!4d29.9555378!16s%2Fg%2F11rkj2r5_r!19sChIJy3HRS-k7yxQRYDKl5t6dRQo?authuser=0&hl=tr&rclk=1
Meguiar's İzmit Yetkili Uygulama Merkezi Yahyakaptan,"Yenişehir, Konak Sk. No:35, 41050 İzmit/Kocaeli",0539 231 74 95,,http://meguiars.com.tr/,https://www.google.com/maps/place/KRB+-+Karde%C5%9Fler+Rot+Balans+Sanayi+%C5%9Eube/data=!4m7!3m6!1s0x14cb4f94f9856835:0x20796ea0f92c7f42!8m2!3d40.7493052!4d29.9487216!16s%2Fg%2F1pt_bbphz!19sChIJNWiF-ZRPyxQRQn8s-aBueSA?authuser=0&hl=tr&rclk=1
KARLAS OTO LASTİK,"D130 KARAYOLU CAD. YENİ BURSA YOLU ÜZERİ NO:210, 41000 Başiskele/Kocaeli",0530 415 17 28,,http://www.kar-las.com/,https://www.google.com/maps/place/Etkili+Oto+Servis/data=!4m7!3m6!1s0x14cb4514d9f32a13:0xfcba12237db43223!8m2!3d40.745693!4d29.9504179!16s%2Fg%2F11vt0m33cx!19sChIJEyrz2RRFyxQRIzK0fSMSuvw?authuser=0&hl=tr&rclk=1
Enes Oto Mekanik,"Kadıköy, Işıklı Sk. no:10, 41060 Başiskele/Kocaeli",0537 336 68 59,,N/A,https://www.google.com/maps/place/Meguiar%27s+%C4%B0zmit+Yetkili+Uygulama+Merkezi+Yahyakaptan/data=!4m7!3m6!1s0x14cb4fe460994623:0xa6aeaefa65ea7a07!8m2!3d40.7667578!4d29.9668521!16s%2Fg%2F11fxc1_c1y!19sChIJI0aZYORPyxQRB3rqZfqurqY?authuser=0&hl=tr&rclk=1
Özgür oto kaporta boya hasar onarım merkezi,"sefa, Sanayi Mah, Kumluk Sk, Sanayi, sirmen sanayi st No:18, 41040 İzmit/Kocaeli",0532 344 44 03,,N/A,https://www.google.com/maps/place/KARLAS+OTO+LAST%C4%B0K/data=!4m7!3m6!1s0x14cb3f55384eda1b:0x7f86b4047446c8a1!8m2!3d40.7467255!4d29.9576597!16s%2Fg%2F11lh5mydb0!19sChIJG9pOOFU_yxQRochGdAS0hn8?authuser=0&hl=tr&rclk=1
DEMAL GARAJ HYUNDAİ & KİA ÖZEL SERVİS,"SANAYİ MAH İZMİT SANAYİ SİTESİ 13.CADDE 314.BLOK NO:314 İÇ KAPI:36, 41040 İzmit/Kocaeli",(0262) 335 10 10,,http://www.demalgarajoto.com/,https://www.google.com/maps/place/Enes+Oto+Mekanik/data=!4m7!3m6!1s0x14cb4f191d9cc95d:0x97f3cad28a6114dc!8m2!3d40.768225!4d29.949422!16s%2Fg%2F11x8pdfhfr!19sChIJXcmcHRlPyxQR3BRhitLK85c?authuser=0&hl=tr&rclk=1
Eken Uygulama Merkezi,"Yenişehir, Turan Güneş Cd. no362, 41255 İzmit/Kocaeli",0533 507 00 41,,N/A,https://www.google.com/maps/place/%C3%96zg%C3%BCr+oto+kaporta+boya+hasar+onar%C4%B1m+merkezi/data=!4m7!3m6!1s0x14cb457465798d93:0x3fe88a2510363cfb!8m2!3d40.7513317!4d29.9544942!16s%2Fg%2F11lh3v5chs!19sChIJk415ZXRFyxQR-zw2ECWK6D8?authuser=0&hl=tr&rclk=1
Elit Oto Yıkama / Car Wash,"Yeşilyurt, Mehmet Akif Cd. No:113, 41190 Başiskele/Kocaeli",0537 215 89 97,,N/A,https://www.google.com/maps/place/DEMAL+GARAJ+HYUNDA%C4%B0+%26+K%C4%B0A+%C3%96ZEL+SERV%C4%B0S/data=!4m7!3m6!1s0x14cb4555c89c36ff:0xdcac9a5cbf9328bc!8m2!3d40.7441735!4d29.9477863!16s%2Fg%2F11x28m_8t_!19sChIJ_zacyFVFyxQRvCiTv1yarNw?authuser=0&hl=tr&rclk=1
Ensa fren test merkezi ve egzoz emisyon istasyonu,"Yazlık Yeni, 41650 Gölcük/Kocaeli",,,N/A,https://www.google.com/maps/place/Eken+Uygulama+Merkezi/data=!4m7!3m6!1s0x14cb4f0797d9b54d:0xfdd0ec3814646b75!8m2!3d40.7790526!4d29.9679053!16s%2Fg%2F11vy8d52rp!19sChIJTbXZlwdPyxQRdWtkFDjs0P0?authuser=0&hl=tr&rclk=1
Jest Oto Kuaförü,"Yenişehir, Dönmez Sk. No:10, 41050 İzmit/Kocaeli",,,N/A,https://www.google.com/maps/place/Elit+Oto+Y%C4%B1kama+%2F+Car+Wash/data=!4m7!3m6!1s0x14cb458d043fcfc5:0x8f2fcf103bc6965f!8m2!3d40.7182129!4d29.9615088!16s%2Fg%2F11fn4w4zq4!19sChIJxc8_BI1FyxQRX5bGOxDPL48?authuser=0&hl=tr&rclk=1
